genome_id	otu	ncbi_id	novelty_category	source_path	source_label	normalized_source_label	matched_gtdb_species_count	matched_gtdb_species	match_decision	assembly_summary_gtdb_species_count	assembly_summary_gtdb_species	assembly_summary_accessions	assembly_summary_decision
Otu2180	2	80852	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vw12_S5_contigs.fasta	Vw12 S5	vw12 s5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu87.0	72275	314275	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Alteromonas_mediterranea_strain_CP49_genomic.fasta	Alteromonas mediterranea strain CP49	alteromonas mediterranea cp49	0		no_exact_source_name_match	1	s__Alteromonas mediterranea	GCF_001886415.1,GCF_927797765.1	assembly_summary_unique_gtdb_species
Otu1950	2	1883	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Streptomyces_sp_PVA_94-07_genomic.fasta	Streptomyces sp PVA 94-07	streptomyces sp pva 94 07	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu107	2	40269	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/KCH3_S1_contigs.fasta	KCH3 S1	kch3 s1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1108.0	198251	1002672	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Candidatus_Pelagibacter_sp_IMCC9063_genomic.fasta	Candidatus Pelagibacter sp IMCC9063	candidatus pelagibacter sp imcc9063	1	s__IMCC9063 sp000195085	exact_source_name_unique_gtdb_species	1	s__IMCC9063 sp000195085	GCF_000195085.1	assembly_summary_unique_gtdb_species
Otu2415.1	49546	313588	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Croceibacter_atlanticus_HTCC2559_genomic.fasta	Croceibacter atlanticus HTCC2559	croceibacter atlanticus htcc2559	1	s__Croceibacter atlanticus	exact_source_name_unique_gtdb_species	1	s__Croceibacter atlanticus	GCF_000196315.1	assembly_summary_unique_gtdb_species
Otu2415.0	49546	1250205	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Gramella_sp_MAR_2010_147_genomic.fasta	Gramella sp MAR 2010 147	gramella sp mar 2010 147	1	s__Christiangramia sp900105135	exact_source_name_unique_gtdb_species	1	s__Christiangramia sp900105135	GCF_900105135.1	assembly_summary_unique_gtdb_species
Otu1847	2	1363	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Lactococcus_garvieae_Lg2_genomic.fasta	Lactococcus garvieae Lg2	lactococcus garvieae lg2	1	s__Lactococcus garvieae	exact_source_name_unique_gtdb_species	1	s__Lactococcus garvieae	GCF_000269945.1	assembly_summary_unique_gtdb_species
Otu1844	2	511678	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/10_S10_contigs.fasta	10 S10	10 s10	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2425	2	32052	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Synechococcus_sp_WH_8020_genomic.fasta	Synechococcus sp WH 8020	synechococcus sp wh 8020	1	s__Synechococcus_C sp001040845	exact_source_name_unique_gtdb_species	1	s__Synechococcus_C sp001040845	GCF_001040845.1	assembly_summary_unique_gtdb_species
Otu1577	2157	60847	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Halogeometricum_borinquense_DSM_11551_genomic.fasta	Halogeometricum borinquense DSM 11551	halogeometricum borinquense dsm 11551	1	s__Halogeometricum borinquense	exact_source_name_unique_gtdb_species	1	s__Halogeometricum borinquense	GCF_000172995.2,GCF_000337855.1	assembly_summary_unique_gtdb_species
Otu85.0	49546	1790137	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Wenyingzhuangia_fucanilytica_strain_CZ1127_genomic.fasta	Wenyingzhuangia fucanilytica strain CZ1127	wenyingzhuangia fucanilytica cz1127	0		no_exact_source_name_match	1	s__Wenyingzhuangia fucanilytica	GCF_001697185.1	assembly_summary_unique_gtdb_species
Otu85.1	49546	326319	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Dokdonia_donghaensis_DSW-1_genomic.fasta	Dokdonia donghaensis DSW-1	dokdonia donghaensis dsw 1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu108.1	58050	80854	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Mv3632_S3_contigs.fasta	Mv3632 S3	mv3632 s3	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1573	2	1238	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Piscirickettsia_salmonis_strain_PM49811B_genomic.fasta	Piscirickettsia salmonis strain PM49811B	piscirickettsia salmonis pm49811b	0		no_exact_source_name_match	1	s__Piscirickettsia salmonis	GCF_001932815.1	assembly_summary_unique_gtdb_species
Otu1570	2	80854	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/MvHd15_S6_contigs.fasta	MvHd15 S6	mvhd15 s6	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2422	2	1386	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Bacillus_safensis_strain_KCTC_12796BP_genomic.fasta	Bacillus safensis strain KCTC 12796BP	bacillus safensis kctc 12796bp	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2385	2157	54261	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Ferroglobus_placidus_DSM_10642_genomic.fasta	Ferroglobus placidus DSM 10642	ferroglobus placidus dsm 10642	1	s__Ferroglobus placidus	exact_source_name_unique_gtdb_species	1	s__Ferroglobus placidus	GCF_000025505.1	assembly_summary_unique_gtdb_species
Otu1277	2	662	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vibrio_natriegens_NBRC_15636_ATCC_14048_DSM_759_genomic.fasta	Vibrio natriegens NBRC 15636 ATCC 14048 DSM 759	vibrio natriegens nbrc 15636 atcc 14048 dsm 759	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1270	2	212663	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/V-H1309-5I_S5_contigs.fasta	V-H1309-5I S5	v h1309 5i s5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1677.0	202746	202747	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Sulfurimonas_autotrophica_DSM_16294_genomic.fasta	Sulfurimonas autotrophica DSM 16294	sulfurimonas autotrophica dsm 16294	1	s__Sulfurimonas autotrophica	exact_source_name_unique_gtdb_species	1	s__Sulfurimonas autotrophica	GCF_000147355.1	assembly_summary_unique_gtdb_species
Otu1272	2	1723645	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Rhodococcus_sp_008_genomic.fasta	Rhodococcus sp 008	rhodococcus sp 008	1	s__Rhodococcus_F qingshengii	exact_source_name_unique_gtdb_species	1	s__Rhodococcus_F qingshengii	GCF_001682295.1	assembly_summary_unique_gtdb_species
Otu1475	2157	2198	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Methanoculleus_marisnigri_JR1_genomic.fasta	Methanoculleus marisnigri JR1	methanoculleus marisnigri jr1	1	s__Methanoculleus marisnigri	exact_source_name_unique_gtdb_species	1	s__Methanoculleus marisnigri	GCF_000015825.1	assembly_summary_unique_gtdb_species
Otu498	2	1282	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/TiE_S11_contigs.fasta	TiE S11	tie s11	0		no_exact_source_name_match	1	s__Staphylococcus epidermidis	GCF_016809365.1	assembly_summary_unique_gtdb_species
Otu1986.0	72275	1033846	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Marinobacter_adhaerens_HP15_genomic.fasta	Marinobacter adhaerens HP15	marinobacter adhaerens hp15	1	s__Marinobacter adhaerens	exact_source_name_unique_gtdb_species	1	s__Marinobacter adhaerens	GCF_000166295.1,GCF_018972165.1	assembly_summary_unique_gtdb_species
Otu39.0	194924	879567	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Desulfovibrio_piezophilus_strain_C1TLV30_genomic.fasta	Desulfovibrio piezophilus strain C1TLV30	desulfovibrio piezophilus c1tlv30	0		no_exact_source_name_match	1	s__Pseudodesulfovibrio piezophilus	GCF_000341895.1	assembly_summary_unique_gtdb_species
Otu196	2157	2234	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Archaeoglobus_fulgidus_DSM_8774_genomic.fasta	Archaeoglobus fulgidus DSM 8774	archaeoglobus fulgidus dsm 8774	1	s__Archaeoglobus fulgidus	exact_source_name_unique_gtdb_species	1	s__Archaeoglobus fulgidus	GCF_000734035.1,GCF_900069765.1	assembly_summary_unique_gtdb_species
Otu255	2	62322	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_baltica_OS223_genomic.fasta	Shewanella baltica OS223	shewanella baltica os223	1	s__Shewanella baltica	exact_source_name_unique_gtdb_species	1	s__Shewanella baltica	GCF_000021665.1	assembly_summary_unique_gtdb_species
Otu13.0	34067	1329899	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Cycloclasticus_zancles_78-ME_genomic.fasta	Cycloclasticus zancles 78-ME	cycloclasticus zancles 78 me	1	s__Cycloclasticus pugetii	exact_source_name_unique_gtdb_species	1	s__Cycloclasticus pugetii	GCF_000442595.1	assembly_summary_unique_gtdb_species
Otu2304	2157	39152	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Methanococcus_maripaludis_S2_genomic.fasta	Methanococcus maripaludis S2	methanococcus maripaludis s2	1	s__Methanococcus maripaludis	exact_source_name_unique_gtdb_species	1	s__Methanococcus maripaludis	GCF_000011585.1	assembly_summary_unique_gtdb_species
Otu1930	2157	56636	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Aeropyrum_pernix_K1_genomic.fasta	Aeropyrum pernix K1	aeropyrum pernix k1	1	s__Aeropyrum pernix	exact_source_name_unique_gtdb_species	1	s__Aeropyrum pernix	GCF_000011125.1	assembly_summary_unique_gtdb_species
Otu457.0	49546	111501	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Muricauda_ruestringensis_DSM_13258_genomic.fasta	Muricauda ruestringensis DSM 13258	muricauda ruestringensis dsm 13258	0		no_exact_source_name_match	1	s__Flagellimonas ruestringensis	GCF_000224085.1	assembly_summary_unique_gtdb_species
Otu704	2157	1582439	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Candidatus_Nitrosopumilus_sp_D3C_genomic.fasta	Candidatus Nitrosopumilus sp D3C	candidatus nitrosopumilus sp d3c	0		no_exact_source_name_match	1	s__Nitrosopumilus piranensis	GCF_000875775.1	assembly_summary_unique_gtdb_species
Otu130.0	194924	880	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Desulfovibrio_salexigens_DSM_2638_genomic.fasta	Desulfovibrio salexigens DSM 2638	desulfovibrio salexigens dsm 2638	0		no_exact_source_name_match	1	s__Maridesulfovibrio salexigens	GCF_000023445.1	assembly_summary_unique_gtdb_species
Otu1101.0	1237	1238	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Piscirickettsia_salmonis_strain_PM22180B_genomic.fasta	Piscirickettsia salmonis strain PM22180B	piscirickettsia salmonis pm22180b	0		no_exact_source_name_match	1	s__Piscirickettsia salmonis	GCF_001932895.1	assembly_summary_unique_gtdb_species
Otu429.0	49546	99286	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/R2A2_S5_contigs.fasta	R2A2 S5	r2a2 s5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu692	2	55601	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vibrio_anguillarum_775_genomic.fasta	Vibrio anguillarum 775	vibrio anguillarum 775	1	s__Vibrio anguillarum	exact_source_name_unique_gtdb_species	1	s__Vibrio anguillarum	GCF_000217675.1	assembly_summary_unique_gtdb_species
Otu794.0	31989	1458307	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Octadecabacter_temperatus_strain_SB1_genomic.fasta	Octadecabacter temperatus strain SB1	octadecabacter temperatus sb1	0		no_exact_source_name_match	1	s__Octadecabacter temperatus	GCF_001187845.1	assembly_summary_unique_gtdb_species
Otu1836	2	228	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/S18_S5_contigs.fasta	S18 S5	s18 s5	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1832	2157	113653	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Geoglobus_ahangari_strain_234_genomic.fasta	Geoglobus ahangari strain 234	geoglobus ahangari 234	0		no_exact_source_name_match	1	s__Geoglobus ahangari	GCF_001006045.1	assembly_summary_unique_gtdb_species
Otu997	2157	582419	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Thermococcus_sp_ES1_genomic.fasta	Thermococcus sp ES1	thermococcus sp es1	0		no_exact_source_name_match	1	s__Thermococcus_B paralvinellae	GCF_000517445.1	assembly_summary_unique_gtdb_species
Otu2333	2	22	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_sp_MR-7_genomic.fasta	Shewanella sp MR-7	shewanella sp mr 7	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2335	2	59610	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Desulfotomaculum_reducens_MI-1_genomic.fasta	Desulfotomaculum reducens MI-1	desulfotomaculum reducens mi 1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu150.0	49546	49546	new_genus	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti27_S7_contigs.fasta	Titti27 S7	titti27 s7	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu595.0	28256	1380358	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti21_S1_contigs.fasta	Titti21 S1	titti21 s1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2338	2157	379547	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Aciduliprofundum_boonei_T469_genomic.fasta	Aciduliprofundum boonei T469	aciduliprofundum boonei t469	1	s__Aciduliprofundum boonei	exact_source_name_unique_gtdb_species	1	s__Aciduliprofundum boonei	GCF_000025665.1	assembly_summary_unique_gtdb_species
Otu854	2157	50339	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Thermoplasma_volcanium_GSS1_genomic.fasta	Thermoplasma volcanium GSS1	thermoplasma volcanium gss1	1	s__Thermoplasma volcanium	exact_source_name_unique_gtdb_species	1	s__Thermoplasma volcanium	GCF_000011185.1	assembly_summary_unique_gtdb_species
Otu1483.1	31989	911045	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Pseudovibrio_sp_FO-BEG1_genomic.fasta	Pseudovibrio sp FO-BEG1	pseudovibrio sp fo beg1	1	s__Pseudovibrio sp000156235	exact_source_name_unique_gtdb_species	1	s__Pseudovibrio sp000156235	GCF_000236645.1	assembly_summary_unique_gtdb_species
Otu1483.0	31989	42444	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Marinovum_algicola_DG_898_genomic.fasta	Marinovum algicola DG 898	marinovum algicola dg 898	1	s__Marinovum algicola	exact_source_name_unique_gtdb_species	0			assembly_summary_no_match
Otu292.0	31989	2434	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Roseobacter_denitrificans_OCh_114_genomic.fasta	Roseobacter denitrificans OCh 114	roseobacter denitrificans och 114	1	s__Roseobacter denitrificans	exact_source_name_unique_gtdb_species	1	s__Roseobacter denitrificans	GCF_000014045.1,GCF_900113215.1	assembly_summary_unique_gtdb_species
Otu1581	2	1476	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti19_S6_contigs.fasta	Titti19 S6	titti19 s6	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1580	2157	2188	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Methanococcus_voltae_A3_genomic.fasta	Methanococcus voltae A3	methanococcus voltae a3	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1704	2	1219	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Prochlorococcus_marinus_str_MIT_9211_genomic.fasta	Prochlorococcus marinus str MIT 9211	prochlorococcus marinus mit 9211	1	s__Prochlorococcus_D marinus_B	exact_source_name_unique_gtdb_species	1	s__Prochlorococcus_D marinus_B	GCF_000018585.1	assembly_summary_unique_gtdb_species
Otu1585	2	55601	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/VO8_S14_contigs.fasta	VO8 S14	vo8 s14	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu93	2	39960	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Erythrobacter_litoralis_strain_DSM_8509_genomic.fasta	Erythrobacter litoralis strain DSM 8509	erythrobacter litoralis dsm 8509	0		no_exact_source_name_match	1	s__Erythrobacter litoralis	GCF_000714795.1,GCF_001719165.1	assembly_summary_unique_gtdb_species
Otu61.0	41295	1288970	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Magnetospira_sp_QH-2_genomic.fasta	Magnetospira sp QH-2	magnetospira sp qh 2	1	s__Magnetospira sp000968135	exact_source_name_unique_gtdb_species	1	s__Magnetospira sp000968135	GCF_000968135.1	assembly_summary_unique_gtdb_species
Otu61.1	41295	168934	new_species	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Titti24_S4_contigs.fasta	Titti24 S4	titti24 s4	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2233.0	85023	399736	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Agrococcus_jejuensis_strain_DSM_22002_genomic.fasta	Agrococcus jejuensis strain DSM 22002	agrococcus jejuensis dsm 22002	0		no_exact_source_name_match	1	s__Agrococcus jejuensis	GCF_900099705.1	assembly_summary_unique_gtdb_species
Otu1620	2	55601	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vibrio_anguillarum_NB10_genomic.fasta	Vibrio anguillarum NB10	vibrio anguillarum nb10	0		no_exact_source_name_match	1	s__Vibrio anguillarum	GCF_000786425.1	assembly_summary_unique_gtdb_species
Otu1621	2	1348	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Streptococcus_parauberis_KCTC_11537_genomic.fasta	Streptococcus parauberis KCTC 11537	streptococcus parauberis kctc 11537	1	s__Streptococcus parauberis	exact_source_name_unique_gtdb_species	0			assembly_summary_no_match
Otu122.1	31989	1920883	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Donghicola_sp_JLT3646_genomic.fasta	Donghicola sp JLT3646	donghicola sp jlt3646	0		no_exact_source_name_match	1	s__Marivivens geojensis	GCF_001908835.1	assembly_summary_unique_gtdb_species
Otu122.0	31989	159346	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Roseibacterium_elongatum_DSM_19469_genomic.fasta	Roseibacterium elongatum DSM 19469	roseibacterium elongatum dsm 19469	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2206	2	1760	new_order	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/AW19M33_S12_contigs.fasta	AW19M33 S12	aw19m33 s12	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1780	2	662	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Vibrio_sp_Ex25_genomic.fasta	Vibrio sp Ex25	vibrio sp ex25	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu2156	2	1219	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Prochlorococcus_marinus_subsp_pastoris_str_CCMP1986_genomic.fasta	Prochlorococcus marinus subsp pastoris str CCMP1986	prochlorococcus marinus subsp pastoris ccmp1986	1	s__Prochlorococcus_A pastoris	exact_source_name_unique_gtdb_species	1	s__Prochlorococcus_A pastoris	GCF_000011465.1,GCF_047497115.1,GCF_047497125.1	assembly_summary_unique_gtdb_species
Otu2151	2	1238	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Piscirickettsia_salmonis_strain_PM25344B_genomic.fasta	Piscirickettsia salmonis strain PM25344B	piscirickettsia salmonis pm25344b	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1784	2157	160233	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Ignicoccus_hospitalis_KIN4_I_genomic.fasta	Ignicoccus hospitalis KIN4 I	ignicoccus hospitalis kin4 i	1	s__Ignicoccus hospitalis	exact_source_name_unique_gtdb_species	1	s__Ignicoccus hospitalis	GCF_000017945.1	assembly_summary_unique_gtdb_species
Otu2153	2	40214	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/GB02J46_S10_contigs.fasta	GB02J46 S10	gb02j46 s10	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1786	2	1374	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Planococcus_kocurii_strain_ATCC_43650_genomic.fasta	Planococcus kocurii strain ATCC 43650	planococcus kocurii atcc 43650	0		no_exact_source_name_match	1	s__Planococcus kocurii	GCF_001465835.2	assembly_summary_unique_gtdb_species
Otu1469.1	31989	60890	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Phaeobacter_gallaeciensis_strain_JL2886_genomic.fasta	Phaeobacter gallaeciensis strain JL2886	phaeobacter gallaeciensis jl2886	0		no_exact_source_name_match	1	s__Phycobacter gallaeciensis_A	GCF_001678945.1	assembly_summary_unique_gtdb_species
Otu1469.0	31989	1850250	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Rhodobacter_sp_LPB0142_genomic.fasta	Rhodobacter sp LPB0142	rhodobacter sp lpb0142	0		no_exact_source_name_match	1	s__Rhodobacter xanthinilyticus	GCF_001856665.1	assembly_summary_unique_gtdb_species
Otu1057	2	80854	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Moritella_viscosa_06_09_139_genomic.fasta	Moritella viscosa 06 09 139	moritella viscosa 06 09 139	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu405.0	1237	1238	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Piscirickettsia_salmonis_strain_AY6297B_genomic.fasta	Piscirickettsia salmonis strain AY6297B	piscirickettsia salmonis ay6297b	0		no_exact_source_name_match	1	s__Piscirickettsia salmonis	GCF_001932855.1	assembly_summary_unique_gtdb_species
Otu360	2	55601	new_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/VO4_S11_contigs.fasta	VO4 S11	vo4 s11	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu536	2	662	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/V34_S3_contigs.fasta	V34 S3	v34 s3	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu1191	2	1462	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Geobacillus_kaustophilus_HTA426_genomic.fasta	Geobacillus kaustophilus HTA426	geobacillus kaustophilus hta426	1	s__Geobacillus thermoleovorans	exact_source_name_unique_gtdb_species	1	s__Geobacillus thermoleovorans	GCF_000009785.1	assembly_summary_unique_gtdb_species
Otu532	2	161398	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Pseudoalteromonas_phenolica_strain_KCTC_12086_genomic.fasta	Pseudoalteromonas phenolica strain KCTC 12086	pseudoalteromonas phenolica kctc 12086	0		no_exact_source_name_match	1	s__Pseudoalteromonas phenolica	GCF_001444405.1	assembly_summary_unique_gtdb_species
Otu1193	2	64160	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Desulfurobacterium_thermolithotrophum_DSM_11699_genomic.fasta	Desulfurobacterium thermolithotrophum DSM 11699	desulfurobacterium thermolithotrophum dsm 11699	1	s__Desulfurobacterium thermolithotrophum	exact_source_name_unique_gtdb_species	1	s__Desulfurobacterium thermolithotrophum	GCF_000191045.1	assembly_summary_unique_gtdb_species
Otu1297	2	645517	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Altererythrobacter_namhicola_strain_JCM_16345_genomic.fasta	Altererythrobacter namhicola strain JCM 16345	altererythrobacter namhicola jcm 16345	0		no_exact_source_name_match	1	s__Paraurantiacibacter namhicola	GCF_001687545.1	assembly_summary_unique_gtdb_species
Otu2268	2	60478	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Shewanella_amazonensis_SB2B_genomic.fasta	Shewanella amazonensis SB2B	shewanella amazonensis sb2b	1	s__Shewanella amazonensis	exact_source_name_unique_gtdb_species	1	s__Shewanella amazonensis	GCF_000015245.1	assembly_summary_unique_gtdb_species
Otu1358	2	33	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Myxococcus_fulvus_HW-1_genomic.fasta	Myxococcus fulvus HW-1	myxococcus fulvus hw 1	0		no_exact_source_name_match	0			assembly_summary_no_match
Otu75.0	44011	44012	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Ferrimonas_balearica_DSM_9799_genomic.fasta	Ferrimonas balearica DSM 9799	ferrimonas balearica dsm 9799	1	s__Ferrimonas balearica	exact_source_name_unique_gtdb_species	1	s__Ferrimonas balearica	GCF_000148645.1	assembly_summary_unique_gtdb_species
Otu1233.0	49546	76831	known_strain	/net/sgi/cami/data/CAMI2/nwillassen_data/marine/simulation_short_read/genomes/Myroides_profundi_D25_genomic.fasta	Myroides profundi D25	myroides profundi d25	0		no_exact_source_name_match	0			assembly_summary_no_match
