sample	gtdb_species	abundance_pct_all	source_taxids	truth_names	truth_transfer_rules	truth_abundance
4	s__Micromonospora krabiensis	0.0233	307121	Micromonospora krabiensis	unique_taxid	0.0007756479823165576
4	s__Micromonospora tropica	0.0412	168695	Salinispora tropica	unique_taxid	0.0013715320545683335
4	s__Moritella marina	0.0102	90736	Moritella marina	unique_taxid	0.0003395540523445875
4	s__Moritella viscosa	0.3159	80854	Moritella viscosa	unique_taxid	0.010516188738789723
4	s__Myxococcus fulvus	0.0096	33	Myxococcus fulvus	unique_taxid	0.0003195802845596117
4	s__Nanoarchaeum equitans	0.0288	160232	Nanoarchaeum equitans	unique_taxid	0.0009587408536788351
4	s__Nautilia profundicola	0.0096	244787	Nautilia profundicola	unique_taxid	0.0003195802845596117
4	s__Nitratifractor salsuginis	0.0096	269261	Nitratifractor salsuginis	unique_taxid	0.0003195802845596117
4	s__Nitrosarchaeum limnae	0.1342	1007084	Candidatus Nitrosoarchaeum limnia	unique_taxid	0.004467466061239572
4	s__Nitrosococcus halophilus	0.6712	133539	Nitrosococcus halophilus	unique_taxid	0.02234398822879285
4	s__Nitrosococcus oceani	0.0288	1229	Nitrosococcus oceani	unique_taxid	0.0009587408536788351
4	s__Nitrosopelagicus brevis	0.0671	1410606	Candidatus Nitrosopelagicus brevis	unique_taxid	0.002233733030619786
4	s__Nitrosopumilus maritimus	0.0096	338192	Nitrosopumilus maritimus	unique_taxid	0.0003195802845596117
4	s__Nitrosopumilus piranensis	0.0096	1582439	Candidatus Nitrosopumilus piranensis	unique_taxid	0.0003195802845596117
4	s__Nitrosopumilus sediminis	0.0959	1229909	Candidatus Nitrosopumilus sediminis	unique_taxid	0.0031924738842986212
4	s__Nocardia seriolae	0.0192	37332	Nocardia seriolae	unique_taxid	0.0006391605691192234
4	s__Nonlabens dokdonensis	0.0767	328515	Nonlabens dokdonensis	unique_gtdb_binomial	0.002553313315179398
4	s__Nonlabens sp900101765	0.0096	1336802	Nonlabens sp. Hel1_33_55	unique_taxid	0.0003195802845596117
4	s__Novosphingobium pentaromativorans	0.0288	205844	Novosphingobium pentaromativorans	unique_gtdb_binomial	0.0009587408536788351
4	s__Novosphingobium sp000253255	0.0863	702113	Novosphingobium sp. PP1Y	unique_taxid	0.0028728935997390094
4	s__Octadecabacter antarcticus	0.0384	1217908	Octadecabacter antarcticus	unique_taxid	0.0012783211382384467
4	s__Octadecabacter temperatus	0.0192	1458307	Octadecabacter temperatus	unique_taxid	0.0006391605691192234
4	s__Oleispira antarctica	0.0959	188908	Oleispira antarctica	unique_taxid	0.0031924738842986212
4	s__Oscillibacter valericigenes	0.0671	351091	Oscillibacter valericigenes	unique_gtdb_binomial	0.002233733030619786
4	s__Owenweeksia hongkongensis	0.1055	253245	Owenweeksia hongkongensis	unique_gtdb_binomial	0.0035120541688582326
4	s__Paenibacillus_AQ crassostreae	0.0096	1763538	Paenibacillus sp. LPB0068	unique_taxid	0.0003195802845596117
4	s__Palaeococcus pacificus	0.1726	971279	Palaeococcus pacificus	unique_taxid	0.005745787199478019
4	s__Paraglaciecola chathamensis	0.0192	983545	Glaciecola sp. 4H-3-7+YE-5	unique_taxid	0.0006391605691192234
4	s__Paraglaciecola psychrophila	0.027	326544	Paraglaciecola psychrophila	unique_gtdb_binomial	0.0008988195503239079
4	s__Paraoerskovia marina	0.0192	545619	Paraoerskovia marina	unique_taxid	0.0006391605691192234
4	s__Parasynechococcus marisnigri	0.0288	84588	Synechococcus sp. WH 8102	unique_taxid	0.0009587408536788351
4	s__Parasynechococcus sp000012505	0.0288	316279	Synechococcus sp. CC9902	strict_source_name_or_assembly_sources_unique	0.0009587408536788351
4	s__Parasynechococcus sp000161795	0.0096	166314	Synechococcus sp. WH 8109	unique_taxid	0.0003195802845596117
4	s__Parasynechococcus sp000737595	0.0096	585425	Synechococcus sp. KORDI-52	unique_taxid	0.0003195802845596117
4	s__Paraurantiacibacter namhicola	0.0288	645517	Altererythrobacter namhicola	unique_taxid	0.0009587408536788351
4	s__Pelagerythrobacter marensis	0.0096	543877	Altererythrobacter marensis	strict_source_name_or_assembly_sources_unique	0.0003195802845596117
4	s__Pelagibacter sp000299095	0.0192	859653	alpha proteobacterium HIMB5	unique_taxid	0.0006391605691192234
4	s__Pelagibacterium halotolerans	0.1247	531813	Pelagibacterium halotolerans	unique_gtdb_binomial	0.004151214737977456
4	s__Persephonella marina	0.0096	309805	Persephonella marina	unique_taxid	0.0003195802845596117
4	s__Phaeobacter gallaeciensis	0.085	60890	Phaeobacter gallaeciensis	unique_gtdb_binomial	0.0028296171028715624
4	s__Photobacterium profundum	0.0288	74109	Photobacterium profundum	unique_gtdb_binomial	0.0009587408536788351
4	s__Phycisphaera mikurensis	0.0096	547188	Phycisphaera mikurensis	unique_gtdb_binomial	0.0003195802845596117
4	s__Piscirickettsia salmonis	0.1534	1238	Piscirickettsia salmonis	unique_gtdb_binomial	0.005106626630358796
4	s__Planktomarina temperata	0.0065	1284658	Planktomarina temperata	unique_taxid	0.00021638248433723708
4	s__Planococcus donghaensis	0.0096	414778	Planococcus donghaensis	unique_gtdb_binomial	0.0003195802845596117
4	s__Planococcus maritimus	0.0288	192421	Planococcus maritimus	unique_gtdb_binomial	0.0009587408536788351
4	s__Polaribacter todarodis	0.0192	1850252	Tenacibaculum sp. LPB0136	unique_taxid	0.0006391605691192234
4	s__Polaribacter vadi	0.0288	1774273	Polaribacter vadi	unique_gtdb_binomial	0.0009587408536788351
4	s__Prochlorococcus_B sp000757865	0.0192	1501269	Prochlorococcus sp. MIT 0801	unique_taxid	0.0006391605691192234
4	s__Prosthecochloris vibrioformis	0.0384	1868325	Prosthecochloris sp. CIB 2401	unique_taxid	0.0012783211382384467
4	s__Pseudalgibacter alginicilyticus	0.0671	1736674	Algibacter alginolytica	unique_taxid	0.002233733030619786
4	s__Pseudoalteromonas haloplanktis	0.0096	228	Pseudoalteromonas haloplanktis	unique_gtdb_binomial	0.0003195802845596117
4	s__Pseudoalteromonas rubra	0.0096	43658	Pseudoalteromonas rubra	unique_gtdb_binomial	0.0003195802845596117
4	s__Pseudoalteromonas tetraodonis	0.0384	234831	Pseudoalteromonas sp. SM9913	unique_taxid	0.0012783211382384467
4	s__Pseudodesulfovibrio piezophilus	0.0096	879567	Desulfovibrio piezophilus	unique_taxid	0.0003195802845596117
4	s__Pseudothioglobus singularis	0.0096	1427364	Candidatus Thioglobus singularis	strict_source_name_or_assembly_sources_unique	0.0003195802845596117
4	s__Pseudovibrio sp000156235	0.0069	911045	Pseudovibrio sp. FO-BEG1	unique_taxid	0.0002296983295272209
4	s__Psychrobacter glaciei	0.0096	1112209	Psychrobacter sp. PAMC 21119	unique_taxid	0.0003195802845596117
4	s__Psychrobacter sp000586415	0.4507	1298608	Psychrobacter sp. JCM 18900	unique_taxid	0.01500362856781427
4	s__Psychromonas ingrahamii	0.0096	357794	Psychromonas ingrahamii	unique_taxid	0.0003195802845596117
4	s__Psychromonas sp000153405	0.0096	314282	Psychromonas sp. CNPT3	unique_taxid	0.0003195802845596117
4	s__Pyrobaculum aerophilum	0.0288	13773	Pyrobaculum aerophilum	unique_taxid	0.0009587408536788351
4	s__Pyrococcus furiosus	0.0384	2261	Pyrococcus furiosus	unique_taxid	0.0012783211382384467
4	s__Pyrococcus horikoshii	0.0096	53953	Pyrococcus horikoshii	unique_taxid	0.0003195802845596117
4	s__Pyrococcus sp000211475	0.1918	342949	Pyrococcus sp. NA2	unique_taxid	0.0063849477685972425
4	s__Pyrococcus yayanosii	0.0192	1008460	Pyrococcus yayanosii	unique_taxid	0.0006391605691192234
4	s__Pyrolobus fumarii	0.0096	54252	Pyrolobus fumarii	unique_taxid	0.0003195802845596117
4	s__RCC307 sp000063525	0.0863	316278	Synechococcus sp. RCC307	unique_taxid	0.0028728935997390094
4	s__Rhodobacter xanthinilyticus	0.0013	1850250	Rhodobacter sp. LPB0142	unique_taxid	4.327649686744742e-05
4	s__Rhodococcoides sp000954115	0.0192	1564114	Rhodococcus sp. B7740	unique_taxid	0.0006391605691192234
4	s__Rhodococcus_F erythropolis	0.0192	1833	Rhodococcus erythropolis	strict_source_name_or_assembly_sources_unique	0.0006391605691192234
4	s__Rhodococcus_F qingshengii	0.0192	1723645	Rhodococcus sp. 008	unique_taxid	0.0006391605691192234
4	s__Rhodococcus_F sp001767395	0.0096	679318	Rhodococcus sp. WMMA185	unique_taxid	0.0003195802845596117
4	s__Rhodothermus marinus	0.0767	29549	Rhodothermus marinus	unique_gtdb_binomial	0.002553313315179398
4	s__Roseibacterium elongatum	0.1497	159346	Roseibacterium elongatum	unique_taxid	0.004983455062351445
4	s__Roseobacter denitrificans	0.0384	2434	Roseobacter denitrificans	unique_taxid	0.0012783211382384467
4	s__Roseobacter litoralis	0.0288	42443	Roseobacter litoralis	unique_taxid	0.0009587408536788351
4	s__Ruegeria_B pomeroyi	0.0384	89184	Ruegeria pomeroyi	strict_source_name_or_assembly_sources_unique	0.0012783211382384467
4	s__Saccharophagus degradans	0.0288	86304	Saccharophagus degradans	unique_taxid	0.0009587408536788351
4	s__Saprospira grandis	0.0096	1008	Saprospira grandis	unique_gtdb_binomial	0.0003195802845596117
4	s__Shewanella amazonensis	0.0096	60478	Shewanella amazonensis	unique_taxid	0.0003195802845596117
4	s__Shewanella baltica	0.1726	62322	Shewanella baltica	unique_taxid	0.005745787199478019
4	s__Shewanella halifaxensis	0.0959	271098	Shewanella halifaxensis	unique_gtdb_binomial	0.0031924738842986212
4	s__Shewanella piezotolerans	0.0192	404011	Shewanella piezotolerans	unique_taxid	0.0006391605691192234
4	s__Shewanella sediminis	0.0096	271097	Shewanella sediminis	unique_taxid	0.0003195802845596117
4	s__Shewanella sp029835735	1.0164	94122	Shewanella sp. ANA-3	unique_taxid	0.03383556262774889
4	s__Shewanella woodyi	0.0288	60961	Shewanella woodyi	unique_gtdb_binomial	0.0009587408536788351
4	s__Siansivirga zeaxanthinifaciens	0.0136	762954	Siansivirga zeaxanthinifaciens	unique_taxid	0.0004527387364594499
4	s__Sphingopyxis alaskensis	0.0096	117207	Sphingopyxis alaskensis	unique_gtdb_binomial	0.0003195802845596117
4	s__Spiribacter curvatus	1.9178	1335757	Spiribacter curvatus	unique_taxid	0.06384281976337743
4	s__Spiribacter salinus	0.7863	1335746	Spiribacter salinus	unique_taxid	0.026175622682210697
4	s__Spongiibacter sp001010805	0.0096	1620392	Spongiibacter sp. IMCC21906	unique_taxid	0.0003195802845596117
4	s__Staphylococcus epidermidis	0.0096	1282	Staphylococcus epidermidis	unique_gtdb_binomial	0.0003195802845596117
4	s__Staphylococcus equorum	0.0384	246432	Staphylococcus equorum	unique_gtdb_binomial	0.0012783211382384467
4	s__Staphylococcus warneri	1.4767	1292	Staphylococcus warneri	unique_gtdb_binomial	0.049158771480122765
4	s__Staphylothermus marinus	0.0096	2280	Staphylothermus marinus	unique_taxid	0.0003195802845596117
4	s__Stappia sp900105595	0.0096	1881061	Stappia sp. ES.058	unique_taxid	0.0003195802845596117
4	s__Streptococcus agalactiae	0.0192	1311	Streptococcus agalactiae	unique_gtdb_binomial	0.0006391605691192234
4	s__Streptococcus iniae	0.0575	1346	Streptococcus iniae	unique_taxid	0.0019141527460601743
4	s__Sulfurimonas denitrificans	0.0096	39766	Sulfurimonas denitrificans	unique_taxid	0.0003195802845596117
4	s__Sulfurovum sp000010345	1.1123	387093	Sulfurovum sp. NBC37-1	unique_taxid	0.037028036512047516
4	s__Synechococcus_C sp000063505	0.0192	32051	Synechococcus sp. WH 7803	unique_taxid	0.0006391605691192234
4	s__Syntrophotalea acetylenica	2.79	29542	Pelobacter acetylenicus	unique_taxid	0.09287802020013715
4	s__Syntrophotalea carbinolica	0.1537	19	Pelobacter carbinolicus	unique_taxid	0.005116613514251283
4	s__Teredinibacter turnerae	0.0192	2426	Teredinibacter turnerae	unique_gtdb_binomial	0.0006391605691192234
4	s__Thalassolituus oleivorans	0.6598	187493	Thalassolituus oleivorans	unique_gtdb_binomial	0.021964486640878314
4	s__Thalassoporum mexicanum	0.0096	82654	Pseudanabaena sp. PCC 7367	unique_taxid	0.0003195802845596117
4	s__Thalassotalea_A crassostreae	0.0096	1763536	Thalassotalea sp. LPB0090	unique_taxid	0.0003195802845596117
4	s__Thermaerobacter marianensis	0.0288	73919	Thermaerobacter marianensis	unique_gtdb_binomial	0.0009587408536788351
4	s__Thermoclostridium stercorarium	0.0096	1510	[Clostridium] stercorarium	unique_taxid	0.0003195802845596117
4	s__Thermococcus eurythermalis	0.0096	1505907	Thermococcus eurythermalis	unique_taxid	0.0003195802845596117
4	s__Thermococcus onnurineus	0.0096	342948	Thermococcus onnurineus	unique_taxid	0.0003195802845596117
4	s__Thermococcus piezophilus	0.0096	1712654	Thermococcus piezophilus	unique_taxid	0.0003195802845596117
4	s__Thermococcus sp000221185	0.0288	1042877	Thermococcus sp. 4557	unique_taxid	0.0009587408536788351
4	s__Thermococcus_B paralvinellae	0.0096	582419	Thermococcus paralvinellae	strict_source_name_or_assembly_sources_unique	0.0003195802845596117
4	s__Thermodesulfatator indicus	0.0096	171695	Thermodesulfatator indicus	unique_taxid	0.0003195802845596117
4	s__Thermosipho melanesiensis	0.0096	46541	Thermosipho melanesiensis	unique_taxid	0.0003195802845596117
4	s__Thermotoga maritima	0.1822	126740,2336	Thermotoga maritima;Thermotoga sp. RQ2	unique_taxid	0.006065367484037631
4	s__Thermotoga neapolitana	0.0096	2337	Thermotoga neapolitana	unique_taxid	0.0003195802845596117
4	s__Thermovirga lienii	0.0096	336261	Thermovirga lienii	unique_taxid	0.0003195802845596117
4	s__Thioflavicoccus mobilis	0.2685	80679	Thioflavicoccus mobilis	unique_taxid	0.00893826108377664
4	s__Thiolapillus brandeum	0.1726	1076588	Thiolapillus brandeum	unique_gtdb_binomial	0.005745787199478019
4	s__Tistrella mobilis	0.0662	171437	Tistrella mobilis	unique_gtdb_binomial	0.002203772378942322
4	s__UBA3537 sp001735715	0.0273	1336795	Formosa sp. Hel3_A1_48	strict_source_name_or_assembly_sources_unique	0.0009088064342163959
4	s__UJ101 sp001880285	0.0767	1150389	Flavobacteriaceae bacterium UJ101	unique_taxid	0.002553313315179398
4	s__Vibrio alginolyticus	0.0192	663	Vibrio alginolyticus	unique_gtdb_binomial	0.0006391605691192234
4	s__Vibrio anguillarum	0.1918	55601	Vibrio anguillarum	unique_taxid	0.0063849477685972425
4	s__Vibrio campbellii	0.0096	680	Vibrio campbellii	unique_gtdb_binomial	0.0003195802845596117
4	s__Vibrio cholerae	0.163	666	Vibrio cholerae	unique_gtdb_binomial	0.005426206914918407
4	s__Vibrio coralliilyticus	0.3164	190893	Vibrio coralliilyticus	unique_gtdb_binomial	0.010532833545277204
4	s__Vibrio nigripulchritudo	0.0096	28173	Vibrio nigripulchritudo	unique_taxid	0.0003195802845596117
4	s__Vibrio scophthalmi	0.0575	45658	Vibrio scophthalmi	unique_gtdb_binomial	0.0019141527460601743
4	s__Vibrio tasmaniensis	0.0479	212663	Vibrio tasmaniensis	unique_gtdb_binomial	0.0015945724615005624
4	s__Vibrio tubiashii	0.0959	29498	Vibrio tubiashii	unique_gtdb_binomial	0.0031924738842986212
4	s__Vreelandella titanicae	0.0747	1380358	Halomonas sp. 23_GOM-1509m	unique_taxid	0.002486734089229479
4	s__Weissella ceti	0.0192	759620	Weissella ceti	unique_gtdb_binomial	0.0006391605691192234
4	s__Wenyingzhuangia fucanilytica	0.0358	1790137	Wenyingzhuangia fucanilytica	unique_taxid	0.0011917681445035519
4	s__Winogradskyella sp000828715	0.0096	754409	Winogradskyella sp. PG-2	unique_taxid	0.0003195802845596117
4	s__Woeseia oceani	0.1151	1548547	Woeseia oceani	unique_taxid	0.0038316344534178445
4	s__Xianfuyuplasma sp000755705	0.0479	1541959	Candidatus Izimaplasma sp. HR1	unique_taxid	0.0015945724615005624
4	s__Zunongwangia profunda	0.0288	398743	Zunongwangia profunda	unique_taxid	0.0009587408536788351
5	s__Aciduliprofundum boonei	0.0085	379547	Aciduliprofundum boonei	unique_taxid	0.00023345811898673683
5	s__Acinetobacter johnsonii	0.0085	40214	Acinetobacter johnsonii	unique_gtdb_binomial	0.00023345811898673683
5	s__Acinetobacter venetianus	0.0341	52133	Acinetobacter venetianus	unique_taxid	0.0009365790420526735
5	s__Actinoalloteichus_A hymeniacidonis	0.017	340345	Actinoalloteichus hymeniacidonis	unique_taxid	0.00046691623797347366
5	s__Aegicerativicinus sp900104375	0.017	1250295	Flavobacteriaceae bacterium MAR_2010_188	unique_taxid	0.00046691623797347366
5	s__Aeromonas salmonicida	0.1022	645	Aeromonas salmonicida	unique_taxid	0.0028069905600522946
5	s__Aeropyrum camini	0.0852	229980	Aeropyrum camini	unique_taxid	0.002340074322078821
5	s__Agarivorans gilvus	0.0085	680279	Agarivorans gilvus	unique_taxid	0.00023345811898673683
5	s__Agrococcus jejuensis	0.0256	399736	Agrococcus jejuensis	unique_gtdb_binomial	0.0007031209230659368
5	s__Aliivibrio fischeri	0.0085	668	Aliivibrio fischeri	unique_gtdb_binomial	0.00023345811898673683
5	s__Aliivibrio salmonicida	0.5709	40269	Aliivibrio salmonicida	unique_taxid	0.015680145897591535
5	s__Aliivibrio wodanis	0.3408	80852	Aliivibrio wodanis	unique_taxid	0.009360297288315283
5	s__Alteraurantiacibacter gangjinensis	0.0085	502682	Erythrobacter gangjinensis	unique_taxid	0.00023345811898673683
5	s__Alteriqipengyuania bathyomarina	0.017	1634516	Citromicrobium sp. JL477	unique_taxid	0.00046691623797347366
5	s__Alteromonas australica	0.0341	589873	Alteromonas australica	unique_taxid	0.0009365790420526735
5	s__Alteromonas macleodii	0.2852	28108	Alteromonas macleodii	unique_gtdb_binomial	0.007833206533531452
5	s__Alteromonas mediterranea	1.3717	314275	Alteromonas mediterranea	unique_taxid	0.03767464727224787
5	s__Aquibium oceanicum	0.0256	1670800	Mesorhizobium sp. B7	unique_taxid	0.0007031209230659368
5	s__Aquiluna sp900100865	0.0085	1855377	Candidatus Aquiluna sp. UB-MaderosW2red	unique_taxid	0.00023345811898673683
5	s__Aquipseudomonas pohangensis	0.0256	364197	Pseudomonas pohangensis	unique_taxid	0.0007031209230659368
5	s__Aquipseudomonas rustica	0.017	1699311	Pseudomonas sp. P1.31	unique_taxid	0.00046691623797347366
5	s__Arcanobacterium phocae	0.0341	131112	Arcanobacterium phocae	unique_gtdb_binomial	0.0009365790420526735
5	s__Archaeoglobus fulgidus	0.0937	2234	Archaeoglobus fulgidus	unique_taxid	0.0025735324410655577
5	s__Archaeoglobus_C veneficus	0.0341	58290	Archaeoglobus veneficus	unique_taxid	0.0009365790420526735
5	s__Atelocyanobacterium thalassae	0.0085	713887	Candidatus Atelocyanobacterium thalassa	strict_source_name_or_assembly_sources_unique	0.00023345811898673683
5	s__Bacillus pumilus	0.0341	1408	Bacillus pumilus	unique_gtdb_binomial	0.0009365790420526735
5	s__Bacillus velezensis	0.0085	492670	Bacillus velezensis	unique_gtdb_binomial	0.00023345811898673683
5	s__Bacillus_AB infantis	0.0426	324767	Bacillus infantis	strict_source_name_or_assembly_sources_unique	0.0011700371610394104
5	s__Belliella baltica	0.0085	232259	Belliella baltica	unique_taxid	0.00023345811898673683
5	s__Bernardetia litoralis	0.0085	999	Bernardetia litoralis	unique_taxid	0.00023345811898673683
5	s__Brucella melitensis	0.0767	120576,120577	Brucella ceti;Brucella pinnipedialis	unique_taxid	0.002106616203092084
5	s__Caldithrix abyssi	0.0767	187145	Caldithrix abyssi	unique_gtdb_binomial	0.002106616203092084
5	s__Celeribacter indicus	0.0426	1208324	Celeribacter indicus	unique_taxid	0.0011700371610394104
5	s__Cellulophaga algicola	0.0221	59600	Cellulophaga algicola	unique_taxid	0.0006069911093655158
5	s__Cellulophaga baltica	0.2929	76594	Cellulophaga baltica	unique_gtdb_binomial	0.008044692123672379
5	s__Cellulophaga lytica	0.0596	979	Cellulophaga lytica	unique_gtdb_binomial	0.001636953399012884
5	s__Cenarchaeum symbiosum	0.0256	46770	Cenarchaeum symbiosum	unique_taxid	0.0007031209230659368
5	s__Cereibacter_A sphaeroides	0.0056	1063	Rhodobacter sphaeroides	strict_source_name_or_assembly_sources_unique	0.00015380770192067366
5	s__Chlorobium phaeobacteroides	0.017	1096	Chlorobium phaeobacteroides	unique_gtdb_binomial	0.00046691623797347366
5	s__Chloroherpeton thalassium	0.0085	100716	Chloroherpeton thalassium	unique_gtdb_binomial	0.00023345811898673683
5	s__Christiangramia salexigens	0.017	1913577	Gramella sp. LPB0144	unique_taxid	0.00046691623797347366
5	s__Christiangramia sp900105135	0.0006	1250205	Gramella sp. MAR_2010_147	unique_taxid	1.647939663435789e-05
5	s__Chromatium violascens	0.0596	73141	Thiocystis violascens	strict_source_name_or_assembly_sources_unique	0.001636953399012884
5	s__Chromohalobacter moromii	0.017	158080	Chromohalobacter salexigens	unique_taxid	0.00046691623797347366
5	s__Clostridium cagae	0.0767	1491	Clostridium botulinum	strict_source_name_or_assembly_sources_unique	0.002106616203092084
5	s__Colwellia marinimaniae	0.017	58049	Colwellia sp. MT41	unique_taxid	0.00046691623797347366
5	s__Colwellia psychrerythraea_A	0.017	28229	Colwellia psychrerythraea	strict_source_name_or_assembly_sources_unique	0.00046691623797347366
5	s__Colwellia_A sp001767295	0.0256	1816218	Colwellia sp. PAMC 20917	unique_taxid	0.0007031209230659368
5	s__Corynebacterium maris	0.0085	575200	Corynebacterium maris	unique_taxid	0.00023345811898673683
5	s__Corynebacterium phocae	0.1363	161895	Corynebacterium phocae	unique_taxid	0.0037435696021049683
5	s__Corynebacterium stationis	0.0085	1705	Corynebacterium stationis	unique_taxid	0.00023345811898673683
5	s__Croceibacter atlanticus	0.0079	313588	Croceibacter atlanticus	unique_taxid	0.00021697872235237894
5	s__Croceibacterium_C atlanticum	0.0085	1267766	Altererythrobacter atlanticus	unique_taxid	0.00023345811898673683
5	s__Crocosphaera subtropica	0.0426	43989	Cyanothece sp. ATCC 51142	unique_taxid	0.0011700371610394104
5	s__Cyclobacterium amurskyense	0.0085	320787	Cyclobacterium amurskyense	unique_taxid	0.00023345811898673683
5	s__Cycloclasticus pugetii	0.6987	1329899	Cycloclasticus zancles	unique_taxid	0.019190257380709765
5	s__Deferribacter desulfuricans	0.0085	197162	Deferribacter desulfuricans	unique_taxid	0.00023345811898673683
5	s__Denitrovibrio acetiphilus	0.0085	118000	Denitrovibrio acetiphilus	unique_taxid	0.00023345811898673683
5	s__Desulfobacula toluolica	0.5283	28223	Desulfobacula toluolica	unique_taxid	0.014510108736552124
5	s__Desulfocapsa sulfexigens	0.2215	65555	Desulfocapsa sulfexigens	unique_gtdb_binomial	0.006083643924183789
5	s__Desulfococcus multivorans	0.1193	897	Desulfococcus multivorans	unique_taxid	0.0032766533641314945
5	s__Desulfocurvibacter africanus	0.0596	873	Desulfovibrio africanus	unique_taxid	0.001636953399012884
5	s__Desulforapulum autotrophicum	0.4175	2296	Desulfobacterium autotrophicum	strict_source_name_or_assembly_sources_unique	0.011466913491407367
5	s__Desulfotalea psychrophila	0.7242	84980	Desulfotalea psychrophila	unique_taxid	0.019890631737669976
5	s__Desulfovibrio desulfuricans	0.0341	876	Desulfovibrio desulfuricans	unique_gtdb_binomial	0.0009365790420526735
5	s__Dinoroseobacter shibae	0.0511	215813	Dinoroseobacter shibae	unique_taxid	0.0014034952800261473
5	s__Dokdonia sp000212355	0.1589	983548	Dokdonia sp. 4H-3-7-5	unique_taxid	0.004364293541999116
5	s__Dokdonia sp947496725	0.0256	313590	Dokdonia sp. MED134	unique_taxid	0.0007031209230659368
5	s__Draconibacterium orientale	0.213	1168034	Draconibacterium orientale	unique_gtdb_binomial	0.005850185805197052
5	s__Echinicola vietnamensis	0.0256	390884	Echinicola vietnamensis	unique_taxid	0.0007031209230659368
5	s__Epibacterium sp000014065	0.0041	292414	Ruegeria sp. TM1040	unique_taxid	0.00011260921033477895
5	s__Erythrobacter ishigakiensis	0.0085	476157	Altererythrobacter ishigakiensis	unique_taxid	0.00023345811898673683
5	s__Erythrobacter litoralis	0.4175	39960	Erythrobacter litoralis	unique_gtdb_binomial	0.011466913491407367
5	s__Ferrimonas balearica	0.0511	44012	Ferrimonas balearica	unique_gtdb_binomial	0.0014034952800261473
5	s__Fibrella aestuarina	0.017	651143	Fibrella aestuarina	unique_taxid	0.00046691623797347366
5	s__Filomicrobium insigne	0.017	1608628	Candidatus Filomicrobium marinum	unique_taxid	0.00046691623797347366
5	s__Flagellimonas ruestringensis	0.0341	111501	Muricauda ruestringensis	strict_source_name_or_assembly_sources_unique	0.0009365790420526735
5	s__Flagellimonas_A lutaonensis	0.017	516051	Muricauda lutaonensis	unique_taxid	0.00046691623797347366
5	s__Flammeovirga yaeyamensis	0.4857	1191459	Flammeovirga sp. MY04	unique_taxid	0.013340071575512716
5	s__Flavobacterium frigidarium	0.0426	99286	Flavobacterium frigidarium	unique_taxid	0.0011700371610394104
5	s__Flavobacterium psychrophilum	0.6411	96345	Flavobacterium psychrophilum	unique_gtdb_binomial	0.01760823530381141
5	s__Formosa haliotis	0.0511	1555194	Formosa haliotis	unique_taxid	0.0014034952800261473
5	s__Francisella noatunensis	0.0511	657445	Francisella noatunensis	unique_taxid	0.0014034952800261473
5	s__Francisella uliginis	0.017	573570	Francisella sp. TX077310	unique_taxid	0.00046691623797347366
5	s__Geobacillus thermoleovorans	0.017	1462	Geobacillus kaustophilus	strict_source_name_or_assembly_sources_unique	0.00046691623797347366
5	s__Geoglobus ahangari	0.0085	113653	Geoglobus ahangari	unique_taxid	0.00023345811898673683
5	s__Glaciecola nitratireducens	0.0682	300231	Glaciecola nitratireducens	unique_taxid	0.001873158084105347
5	s__Gloeomargarita lithophora	0.0426	1188228	Gloeomargarita lithophora	unique_taxid	0.0011700371610394104
5	s__Gymnodinialimonas sp000013565	0.0341	290400	Jannaschia sp. CCS1	unique_taxid	0.0009365790420526735
5	s__Hahella chejuensis	0.0767	158327	Hahella chejuensis	unique_taxid	0.002106616203092084
5	s__Haloarcula hispanica	0.017	1592728,51589	Haloarcula hispanica;Haloarcula sp. CBA1115	unique_taxid	0.00046691623797347366
5	s__Halobacteriovorax marinus	0.0256	97084	Halobacteriovorax marinus	unique_gtdb_binomial	0.0007031209230659368
5	s__Haloferax gibbonsii	0.017	35746	Haloferax gibbonsii	unique_taxid	0.00046691623797347366
5	s__Haloferax mediterranei	0.0256	2252	Haloferax mediterranei	unique_taxid	0.0007031209230659368
5	s__Halogeometricum borinquense	0.0085	60847	Halogeometricum borinquense	unique_taxid	0.00023345811898673683
5	s__Halomonas aestuarii	0.1704	1897729	Halomonas aestuarii	unique_taxid	0.004680148644157642
5	s__Halomonas elongata	0.0024	2746	Halomonas elongata	unique_gtdb_binomial	6.591758653743157e-05
5	s__Haloquadratum walsbyi	0.0085	293091	Haloquadratum walsbyi	unique_gtdb_binomial	0.00023345811898673683
5	s__Halorhabdus tiamatea	0.0426	430914	Halorhabdus tiamatea	unique_taxid	0.0011700371610394104
5	s__Hel1-33-131 sp001735745	0.0022	1336794	Formosa sp. Hel1_33_131	strict_source_name_or_assembly_sources_unique	6.042445432597895e-05
5	s__Hirschia baltica	0.0042	2724	Hirschia baltica	unique_taxid	0.00011535577644050524
5	s__Hoeflea sp001011155	0.0085	1620421	Hoeflea sp. IMCC20628	unique_taxid	0.00023345811898673683
5	s__Hungateiclostridium thermocellum	0.0596	1515	Ruminiclostridium thermocellum	unique_taxid	0.001636953399012884
5	s__Hydrogenovibrio crunogenus	0.017	39765	Thiomicrospira crunogena	unique_taxid	0.00046691623797347366
5	s__Hyperthermus butylicus	1.8575	54248	Hyperthermus butylicus	unique_taxid	0.05101746541386631
