sample	source_genome_id	source_profile_taxid	species_taxid	species_label	abundance_pct_all	profile_scope	taxpathsn	recommended_gtdb_species	recommended_resolution_rule	taxid_gtdb_species_count	ncbi_name_gtdb_species_count	gtdb_binomial_species_count
4	ASV65.2	2003188.1	2003188	Parolsenella catena	0.1153	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Coriobacteriia|Coriobacteriales|Atopobiaceae|Parolsenella|Parolsenella catena|Parolsenella catena strain	s__Parolsenella catena	unique_species_taxid	1	1	1
4	vASV71.0	2844219.1	2844219	Peduovirus P24A7b	0.1114	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Peduovirus|Peduovirus P24A7b|Peduovirus P24A7b strain		out_of_scope	0	0	0
4	vASV5.0	665033.1	10677	Muvirus mu	0.1114	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Muvirus|Muvirus mu|Escherichia phage D108 strain		out_of_scope	0	0	0
4	ASV484.2	2986997.2	2986997	Romboutsia sp. 1001216sp1	0.1094	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Romboutsia|Romboutsia sp. 1001216sp1|Romboutsia sp. 1001216sp1 strain	s__Romboutsia_C hominis	unique_species_taxid	1	1	0
4	vASV76.0	2860374.1	3060722	Suseptimavirus IME267	0.1075	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Suseptimavirus|Suseptimavirus IME267|Escherichia phage IME267 strain		out_of_scope	0	0	0
4	ASV431.3	1150298.2	1150298	Fusicatenibacter saccharivorans	0.1063	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Fusicatenibacter|Fusicatenibacter saccharivorans|Fusicatenibacter saccharivorans strain	s__Fusicatenibacter saccharivorans	unique_gtdb_binomial	16	16	1
4	vASV46.0	2892346.1	213769	Skunavirus sv712	0.1061	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv712|Lactococcus phage 712 strain		out_of_scope	0	0	0
4	ASV139.5	28118.1	28118	Odoribacter splanchnicus	0.106	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter|Odoribacter splanchnicus|Odoribacter splanchnicus strain	s__Odoribacter splanchnicus	unique_gtdb_binomial	7	7	1
4	hvASV10.8	2986402.1	2955761	Diorhovirus copri	0.0965	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Crassvirales|Intestiviridae|Diorhovirus|Diorhovirus copri|uncultured phage cr49_1 strain		out_of_scope	0	0	0
4	hvASV36.0	2017081.1	2017081	Human fecal virus Jorvi2	0.0951	out_of_scope	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cirlivirales|Circoviridae||Human fecal virus Jorvi2|Human fecal virus Jorvi2 strain		out_of_scope	0	0	0
4	hvASV23.7	2321391.1	2732787	Berlinvirus PYPS50	0.0944	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Berlinvirus|Berlinvirus PYPS50|Yersinia phage PYPS50 strain		out_of_scope	0	0	0
4	hvASV49.0	3052716.1	3052716	Protoparvovirus primate3	0.0932	out_of_scope	Viruses|Monodnaviria|Shotokuvirae|Cossaviricota|Quintoviricetes|Piccovirales|Parvoviridae|Protoparvovirus|Protoparvovirus primate3|Protoparvovirus primate3 strain		out_of_scope	0	0	0
4	hvASV19.0	3047960.1	3047960	Cyclovirus insaan	0.0883	out_of_scope	Viruses|Monodnaviria|Shotokuvirae|Cressdnaviricota|Arfiviricetes|Cirlivirales|Circoviridae|Cyclovirus|Cyclovirus insaan|Cyclovirus insaan strain		out_of_scope	0	0	0
4	hvASV39.12	3003366.1	3427808	Carltongylesvirus DE15	0.0859	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chaseviridae|Carltongylesvirus|Carltongylesvirus DE15|Escherichia phage vB_EcoM_DE15 strain		out_of_scope	0	0	0
4	ASV290.10	1304.4	1304	Streptococcus salivarius	0.085	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius|Streptococcus salivarius strain	s__Streptococcus salivarius	unique_gtdb_binomial	10	10	1
4	ASV655.6	2933296.1	2933296	Salmonella sp. L-S1409	0.0816	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Salmonella|Salmonella sp. L-S1409|Salmonella sp. L-S1409 strain	s__Salmonella enterica	unique_species_taxid	1	1	0
4	vASV7.0	948870.1	2956041	Justusliebigvirus phi92	0.0801	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Justusliebigvirus|Justusliebigvirus phi92|Escherichia phage phi92 strain		out_of_scope	0	0	0
4	vASV57.0	2836105.1	3428283	Dhillonvirus sponge	0.0769	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus sponge|Escherichia phage vB_EcoS_Sponge strain		out_of_scope	0	0	0
4	ASV96.11	328814.3	328814	Alistipes shahii	0.0749	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes shahii|Alistipes shahii strain	s__Alistipes shahii	unique_gtdb_binomial	12	12	1
4	ASV324.5	1297617.3	1297617	Intestinimonas butyriciproducens	0.073	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales||Intestinimonas|Intestinimonas butyriciproducens|Intestinimonas butyriciproducens strain	s__Intestinimonas butyriciproducens	unique_gtdb_binomial	6	6	1
4	vASV93.0	1567486.1	2734077	Xuanwuvirus P88	0.0728	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Peduoviridae|Xuanwuvirus|Xuanwuvirus P88|Escherichia phage P88 strain		out_of_scope	0	0	0
4	ASV815.3	573.8	573	Klebsiella pneumoniae	0.0704	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Klebsiella|Klebsiella pneumoniae|Klebsiella pneumoniae strain	s__Klebsiella pneumoniae	unique_gtdb_binomial	63	63	1
4	fASV194.10	4955.1	4955	Lachancea fermentati	0.0701	out_of_scope	cellular organisms|Eukaryota|Fungi|Ascomycota|Saccharomycetes|Saccharomycetales|Saccharomycetaceae|Lachancea|Lachancea fermentati|Lachancea fermentati strain		out_of_scope	0	0	0
4	ASV337.1	2292004.1	2292004	Butyricicoccus sp. AM05-1	0.0678	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Butyricicoccaceae|Butyricicoccus|Butyricicoccus sp. AM05-1|Butyricicoccus sp. AM05-1 strain	s__Agathobaculum butyriciproducens	unique_species_taxid	1	1	0
4	fASV192.8	82508.3	82508	Trichosporon asahii	0.0661	out_of_scope	cellular organisms|Eukaryota|Fungi|Basidiomycota|Tremellomycetes|Trichosporonales|Trichosporonaceae|Trichosporon|Trichosporon asahii|Trichosporon asahii strain		out_of_scope	0	0	0
4	vASV84.0	2589652.1	2844204	Henuseptimavirus henu7	0.0652	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Henuseptimavirus|Henuseptimavirus henu7|Escherichia phage Henu7 strain		out_of_scope	0	0	0
4	ASV371.9	39486.7	39486	Dorea formicigenerans	0.0618	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Dorea|Dorea formicigenerans|Dorea formicigenerans strain	s__Dorea formicigenerans	unique_gtdb_binomial	3	3	1
4	ASV515.16	1304.11	1304	Streptococcus salivarius	0.0595	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus salivarius|Streptococcus salivarius strain	s__Streptococcus salivarius	unique_gtdb_binomial	10	10	1
4	vASV68.0	1527524.1	2843956	Pseudotevenvirus miller	0.0594	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Pseudotevenvirus|Pseudotevenvirus miller|Citrobacter phage Miller strain		out_of_scope	0	0	0
4	vASV34.0	2873413.1	2873413	Escherichia phage 26	0.0582	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Sarkviridae|Kagunavirus|Escherichia phage 26|Escherichia phage 26 strain		out_of_scope	0	0	0
4	vASV44.0	2029658.1	2845148	Skunavirus sv05601	0.0579	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Skunavirus|Skunavirus sv05601|Lactococcus phage 05601 strain		out_of_scope	0	0	0
4	vASV58.0	2711185.1	3060080	Kuravirus MN05	0.0559	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Kuravirus|Kuravirus MN05|Escherichia phage MN05 strain		out_of_scope	0	0	0
4	ASV466.1	33038.7	33038	Mediterraneibacter gnavus	0.0554	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Mediterraneibacter|Mediterraneibacter gnavus|Mediterraneibacter gnavus strain	s__Mediterraneibacter gnavus	unique_gtdb_binomial	4	4	1
4	vASV86.0	2865794.1	3060720	Suseptimavirus 101114UKE3	0.0551	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Suseptimavirus|Suseptimavirus 101114UKE3|Escherichia phage vB_EcoP-101114UKE3 strain		out_of_scope	0	0	0
4	vASV65.0	2762819.1	3059987	Eowynvirus eowyn	0.0545	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chimalliviridae|Eowynvirus|Eowynvirus eowyn|Klebsiella phage vB_KvM-Eowyn strain		out_of_scope	0	0	0
4	vASV69.0	2488596.1	3428277	Dhillonvirus PNS1	0.0545	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Dhillonvirus|Dhillonvirus PNS1|Escherichia phage vB_EcoS_PNS1 strain		out_of_scope	0	0	0
4	ASV334.5	2293051.1	2293051	Clostridium sp. TF06-15AC	0.0543	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Clostridiaceae|Clostridium|Clostridium sp. TF06-15AC|Clostridium sp. TF06-15AC strain	s__Otoolea fessa	unique_species_taxid	1	1	0
4	ASV73.2	626935.1	626935	Collinsella tanakaei	0.0498	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella tanakaei|Collinsella tanakaei strain	s__Collinsella tanakaei	unique_gtdb_binomial	7	7	1
4	pASV90	45202.91	45202	unidentified plasmid	0.0481	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
4	hvASV5.0	1247113.1	1247113	Astrovirus VA4	0.0474	out_of_scope	Viruses|Riboviria|Orthornavirae|Pisuviricota|Stelpaviricetes|Stellavirales|Astroviridae||Astrovirus VA4|Astrovirus VA4 strain		out_of_scope	0	0	0
4	hvASV30.0	2844805.1	2844805	Gyrovirus homsa4	0.047	out_of_scope	Viruses|Monodnaviria|Shotokuvirae|Commensaviricota|Cardeaviricetes|Sanitavirales|Anelloviridae|Gyrovirus|Gyrovirus homsa4|Gyrovirus homsa4 strain		out_of_scope	0	0	0
4	pASV91	45202.92	45202	unidentified plasmid	0.0468	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
4	ASV442.7	2763669.1	2763669	Qiania dongpingensis	0.0464	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Qiania|Qiania dongpingensis|Qiania dongpingensis strain	s__Lientehia dongpingensis	unique_species_taxid	1	1	0
4	ASV470.1	2109687.1	2109687	Oscillibacter sp. PEA192	0.0457	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Oscillospiraceae|Oscillibacter|Oscillibacter sp. PEA192|Oscillibacter sp. PEA192 strain	s__Oscillibacter welbionis	unique_species_taxid	1	1	0
4	vASV40.0	2508195.1	3431624	Phapecoctavirus schickermooser	0.0451	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Phapecoctavirus|Phapecoctavirus schickermooser|Escherichia phage vB_EcoM_Schickermooser strain		out_of_scope	0	0	0
4	ASV88.7	1679.5	216816	Bifidobacterium longum	0.043	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Bifidobacteriales|Bifidobacteriaceae|Bifidobacterium|Bifidobacterium longum|Bifidobacterium longum subsp. longum strain	s__Bifidobacterium longum	unique_gtdb_binomial	10	10	1
4	ASV714.0	665942.1	665942	Desulfovibrio sp. 6_1_46AFAA	0.0419	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Thermodesulfobacteriota|Desulfovibrionia|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio sp. 6_1_46AFAA|Desulfovibrio sp. 6_1_46AFAA strain	s__Desulfovibrio fairfieldensis	unique_species_taxid	1	1	0
4	vASV9.0	2847058.1	2844173	Glaedevirus gv2H10	0.0407	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Glaedevirus|Glaedevirus gv2H10|Escherichia phage 2H10 strain		out_of_scope	0	0	0
4	vASV16.0	864178.1	864178	Clostridium phage phiCD6356	0.0405	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Clostridium phage phiCD6356|Clostridium phage phiCD6356 strain		out_of_scope	0	0	0
4	ASV557.6	1547.5	1547	Thomasclavelia ramosa	0.0401	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Coprobacillaceae|Thomasclavelia|Thomasclavelia ramosa|Thomasclavelia ramosa strain	s__Thomasclavelia ramosa	unique_gtdb_binomial	4	4	1
4	vASV55.0	1675602.1	1985341	Moonvirus merlin	0.0395	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Moonvirus|Moonvirus merlin|Citrobacter phage Merlin strain		out_of_scope	0	0	0
4	vASV87.0	10843.1	1986034	Gequatrovirus G4	0.0393	out_of_scope	Viruses|Monodnaviria|Sangervirae|Phixviricota|Malgrandaviricetes|Petitvirales|Microviridae|Gequatrovirus|Gequatrovirus G4|Escherichia phage G4 strain		out_of_scope	0	0	0
4	ASV99.7	28116.5	28116	Bacteroides ovatus	0.0352	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Bacteroidota|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus strain	s__Bacteroides ovatus	unique_gtdb_binomial	10	10	1
4	hvASV40.6	2024338.1	2845172	Ceduovirus cv62402	0.0349	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Ceduovirus|Ceduovirus cv62402|Lactococcus phage 62402 strain		out_of_scope	0	0	0
4	vASV73.0	1346893.1	2011078	Scuticavirus SMA6	0.0337	out_of_scope	Viruses|Monodnaviria|Loebvirae|Hofneiviricota|Faserviricetes|Tubulavirales|Inoviridae|Scuticavirus|Scuticavirus SMA6|Stenotrophomonas phage SMA6 strain		out_of_scope	0	0	0
4	ASV531.13	562.74	562	Escherichia coli	0.0314	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	s__Escherichia coli	unique_gtdb_binomial	51	51	1
4	vASV27.0	2986398.1	2955996	Jahgtovirus intestinalis	0.0307	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Crassvirales|Intestiviridae|Jahgtovirus|Jahgtovirus intestinalis|uncultured phage cr54_1 strain		out_of_scope	0	0	0
4	vASV29.0	1604355.1	3052757	Suseptimavirus ECBP2	0.0304	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Mktvariviridae|Suseptimavirus|Suseptimavirus ECBP2|Escherichia phage ECBP2 strain		out_of_scope	0	0	0
4	vASV77.0	2601632.1	3060524	Pawinskivirus PS119XW	0.0298	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chimalliviridae|Pawinskivirus|Pawinskivirus PS119XW|Pseudomonas phage vB_PaeM_PS119XW strain		out_of_scope	0	0	0
4	ASV397.7	39491.7	39491	Agathobacter rectalis	0.0277	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Agathobacter|Agathobacter rectalis|Agathobacter rectalis strain		unresolved	28	28	0
4	ASV1.2	1245.1	1245	Leuconostoc mesenteroides	0.0277	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Leuconostoc|Leuconostoc mesenteroides|Leuconostoc mesenteroides strain	s__Leuconostoc mesenteroides	unique_gtdb_binomial	2	2	1
4	hvASV7.0	3052041.1	3052041	Bocaparvovirus primate2	0.0277	out_of_scope	Viruses|Monodnaviria|Shotokuvirae|Cossaviricota|Quintoviricetes|Piccovirales|Parvoviridae|Bocaparvovirus|Bocaparvovirus primate2|Bocaparvovirus primate2 strain		out_of_scope	0	0	0
4	vASV11.1	2724310.1	2844206	Tequatrovirus ime537	0.0275	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Tequatrovirus|Tequatrovirus ime537|Escherichia phage vB_EcoM_IME537 strain		out_of_scope	0	0	0
4	vASV83.0	2910155.1	3427815	Carltongylesvirus SKA49	0.0267	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Chaseviridae|Carltongylesvirus|Carltongylesvirus SKA49|Escherichia phage SKA49 strain		out_of_scope	0	0	0
4	vASV41.0	1147145.1	2169921	Kwaitsingvirus HK446	0.0242	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Kwaitsingvirus|Kwaitsingvirus HK446|Escherichia phage HK446 strain		out_of_scope	0	0	0
4	vASV64.0	1880822.1	2560544	Klebsiella virus PMBT1	0.024	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Pantevenvirales|Straboviridae|Slopekvirus|Klebsiella virus PMBT1|Klebsiella phage PMBT1 strain		out_of_scope	0	0	0
4	vASV32.0	1582152.1	1582152	Clostridium phage phiCD211	0.0239	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||||Clostridium phage phiCD211|Clostridium phage phiCD211 strain		out_of_scope	0	0	0
4	fASV198.4	5480.3	5480	Candida parapsilosis	0.0232	out_of_scope	cellular organisms|Eukaryota|Fungi|Ascomycota|Pichiomycetes|Serinales|Debaryomycetaceae|Candida|Candida parapsilosis|Candida parapsilosis strain		out_of_scope	0	0	0
4	vASV60.0	2576478.1	3428526	Epseptimavirus ev26175I	0.0224	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Demerecviridae|Epseptimavirus|Epseptimavirus ev26175I|Escherichia phage vB_EcoS-26175I strain		out_of_scope	0	0	0
4	vASV10.0	2681617.1	37554	Byrnievirus HK97	0.0222	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Byrnievirus|Byrnievirus HK97|Escherichia phage HK97 strain		out_of_scope	0	0	0
4	vASV88.0	1147150.1	2844138	Nochtlivirus mEp235	0.0204	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Nochtlivirus|Nochtlivirus mEp235|Enterobacteria phage mEp235 strain		out_of_scope	0	0	0
4	ASV81.8	84112.5	84112	Eggerthella lenta	0.0202	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Coriobacteriia|Eggerthellales|Eggerthellaceae|Eggerthella|Eggerthella lenta|Eggerthella lenta strain	s__Eggerthella lenta	unique_species_taxid	1	1	1
4	ASV685.5	1812935.2	1812935	Enterobacter roggenkampii	0.018	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Enterobacter|Enterobacter roggenkampii|Enterobacter roggenkampii strain	s__Enterobacter roggenkampii	unique_gtdb_binomial	5	5	1
4	ASV575.4	2293250.1	2293250	Veillonella sp. AF13-2	0.0176	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Negativicutes|Veillonellales|Veillonellaceae|Veillonella|Veillonella sp. AF13-2|Veillonella sp. AF13-2 strain	s__Veillonella parvula_E	unique_species_taxid	1	1	0
4	ASV222.8	1496.9	1496	Clostridioides difficile	0.0176	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Peptostreptococcales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile|Clostridioides difficile strain	s__Clostridioides difficile	unique_gtdb_binomial	9	9	1
4	ASV338.16	562.69	562	Escherichia coli	0.0176	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	s__Escherichia coli	unique_gtdb_binomial	51	51	1
4	ASV332.3	1328.11	1328	Streptococcus anginosus	0.0172	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	s__Streptococcus anginosus	unique_gtdb_binomial	4	4	1
4	hvASV37.7	2492962.1	1921008	Tunavirus T1	0.0155	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes||Drexlerviridae|Tunavirus|Tunavirus T1|Escherichia phage T1 strain		out_of_scope	0	0	0
4	vASV66.0	1642588.1	3432351	Septimatrevirus DLP1	0.0153	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Septimatrevirus|Septimatrevirus DLP1|Stenotrophomonas phage vB_SmaS-DLP_1 strain		out_of_scope	0	0	0
4	ASV565.1	1468449.1	1468449	Holdemania massiliensis	0.015	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Holdemania|Holdemania massiliensis|Holdemania massiliensis strain	s__Holdemania massiliensis	unique_gtdb_binomial	2	2	1
4	pASV128	45202.129	45202	unidentified plasmid	0.015	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
4	fASV200.0	5970.1	5970	Exophiala dermatitidis	0.0145	out_of_scope	cellular organisms|Eukaryota|Fungi|Ascomycota|Eurotiomycetes|Chaetothyriales|Herpotrichiellaceae|Exophiala|Exophiala dermatitidis|Exophiala dermatitidis strain		out_of_scope	0	0	0
4	pASV129	45202.130	45202	unidentified plasmid	0.0144	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
4	pASV130	45202.131	45202	unidentified plasmid	0.0138	out_of_scope	other entries||||||||unidentified plasmid|unidentified plasmid strain		out_of_scope	0	0	0
4	fASV199.4	60172.2	60172	Penicillium solitum	0.0129	out_of_scope	cellular organisms|Eukaryota|Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Penicillium|Penicillium solitum|Penicillium solitum strain		out_of_scope	0	0	0
4	vASV35.0	532075.1	2733636	Kayfunavirus EcoDS1	0.0126	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|Autographivirales|Autotranscriptaviridae|Kayfunavirus|Kayfunavirus EcoDS1|Escherichia phage EcoDS1 strain		out_of_scope	0	0	0
4	ASV447.2	208479.6	208479	Enterocloster bolteae	0.012	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Lachnospirales|Lachnospiraceae|Enterocloster|Enterocloster bolteae|Enterocloster bolteae strain	s__Enterocloster bolteae	unique_gtdb_binomial	6	6	1
4	ASV10.0	103621.1	103621	Actinomyces urogenitalis	0.0116	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Actinomycetota|Actinomycetes|Actinomycetales|Actinomycetaceae|Actinomyces|Actinomyces urogenitalis|Actinomyces urogenitalis strain	s__Actinomyces urogenitalis	unique_species_taxid	1	1	1
4	ASV527.4	562.76	562	Escherichia coli	0.0112	gtdb_profile_scope	cellular organisms|Bacteria|Pseudomonadati|Pseudomonadota|Gammaproteobacteria|Enterobacterales|Enterobacteriaceae|Escherichia|Escherichia coli|Escherichia coli strain	s__Escherichia coli	unique_gtdb_binomial	51	51	1
4	hvASV41.0	1930509.1	1930509	Husavirus sp.	0.0112	out_of_scope	Viruses|Riboviria|Orthornavirae|Pisuviricota|Pisoniviricetes|Picornavirales||Husavirus|Husavirus sp.|Husavirus sp. strain		out_of_scope	0	0	0
4	vASV100.0	1965472.1	2845189	Audreyjarvisvirus AM4	0.0108	out_of_scope	Viruses|Duplodnaviria|Heunggongvirae|Uroviricota|Caudoviricetes|||Audreyjarvisvirus|Audreyjarvisvirus AM4|Lactococcus phage AM4 strain		out_of_scope	0	0	0
4	fASV195.2	746128.3	746128	Aspergillus fumigatus	0.01	out_of_scope	cellular organisms|Eukaryota|Fungi|Ascomycota|Eurotiomycetes|Eurotiales|Aspergillaceae|Aspergillus|Aspergillus fumigatus|Aspergillus fumigatus strain		out_of_scope	0	0	0
4	ASV473.2	3014267.1	3014267	Agathobaculum massiliense	0.0097	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Clostridia|Eubacteriales|Butyricicoccaceae|Agathobaculum|Agathobaculum massiliense|Agathobaculum massiliense strain	s__Agathobaculum ammoniilyticum	unique_species_taxid	1	1	0
4	ASV385.1	1328.8	1328	Streptococcus anginosus	0.0094	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus anginosus|Streptococcus anginosus strain	s__Streptococcus anginosus	unique_gtdb_binomial	4	4	1
4	ASV266.7	1596.2	1596	Lactobacillus gasseri	0.0082	gtdb_profile_scope	cellular organisms|Bacteria|Bacillati|Bacillota|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus gasseri|Lactobacillus gasseri strain	s__Lactobacillus gasseri	unique_gtdb_binomial	3	3	1
