panel	sample	gtdb_species	is_truth_species	calibrated_probability	calibrated_abundance	reported_ani	max_xny	max_breadth	max_real_min_af	max_zip_af	max_mean_depth	max_depth_cv	profile
hmp_airskin_gtdb_source_abundance	9	s__Pseudomonas delhiensis	False	0.5457591614378734	0.0005792741892454	0.916974	131.0	0.053615	0.131	1.0	0.065206	6.517535	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Neisseria gonorrhoeae	True	0.5416914313269516	0.0024482852993852	0.965735	738.0	0.385637	0.738	1.0	0.805665	1.855423	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Brevibacterium epidermidis	True	0.5295948808694452	0.0006900669764316	0.94042	177.0	0.10321	0.177	1.0	0.130108	3.413284	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Aerococcus urinae_E	False	0.5047397434975607	0.0037131905033181	0.900273	295.0	0.103164	0.295	1.0	0.289455	7.0	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Corynebacterium sp030530965	False	0.5039947770745583	0.0212259198325708	0.900343	218.0	0.093542	0.218	1.0	1.657181	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Aerococcus urinaeequi	True	0.497384093836105	0.0006760278861335	0.958878	268.0	0.152445	0.268	1.0	0.191309	3.322879	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Streptococcus hominis	True	0.4937640721313682	0.0075856433978852	0.941634	481.0	0.275536	0.481	0.595259	1.468947	2.390806	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Caulobacter sp026672375	False	0.4928212819288598	0.0004452650132362	0.925863	114.0	0.052371	0.114	1.0	0.060947	7.386173	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Riemerella anatipestifera	True	0.4923412354191894	0.0006501676751613	0.97545	381.0	0.21288	0.381	1.0	0.26493	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Staphylococcus kloosii	False	0.4915451128257319	0.0349127246179568	0.813599	39.0	0.016411	0.039	0.031878	0.404287	22.781571	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Stenotrophomonas muris	True	0.4911971633947291	0.0006539962490373	0.940611	243.0	0.099377	0.243	1.0	0.123828	3.856555	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Staphylococcus pseudintermedius	True	0.4888308338116976	0.002721502059556	0.967278	531.0	0.414227	0.531	1.0	0.926481	3.4814	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Pseudomonas citronellolis	True	0.4632170138661619	0.0008971936386765	0.93263	185.0	0.105859	0.185	1.0	0.142519	14.106736	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Streptococcus oralis_BN	False	0.4439177319942275	0.0168114309350052	0.788797	219.0	0.009587	0.219	1.0	0.112815	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Comamonas tsuruhatensis	True	0.4422155784213899	0.0005462552546306	0.962273	244.0	0.138451	0.244	1.0	0.166575	12.871156	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Caulobacter vibrioides	True	0.4179928250293556	0.0006403268349823	0.957742	225.0	0.142464	0.225	1.0	0.176733	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Haemophilus haemolyticus_G	False	0.4075219349274888	0.0008801442811201	0.881684	151.0	0.031293	0.151	1.0	0.04558	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Bradyrhizobium japonicum	True	0.3928464947176555	0.0005858207198195	0.970842	355.0	0.176978	0.355	1.0	0.215697	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	9	s__Aquipseudomonas defluvii	False	0.3693380898944734	0.0008237624447582	0.857507	25.0	0.019052	0.025	0.174109	0.025063	7.764708	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin9_20260627/minco_sample9_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Staphylococcus aureus	True	0.992968527685722	0.2076503416393362	0.991431	997.0	0.828184	0.997	0.828184	93.718338	20.952327	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium frankenforstense	True	0.9923053879593288	0.0009487600615454	0.990482	409.0	0.327439	0.409	1.0	0.419351	27.932955	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium halotolerans	True	0.9897158404316104	0.0013870710450476	0.993593	521.0	0.460679	0.521	1.0	0.656521	22.081134	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Alicyclobacillus acidocaldarius_A	True	0.9808988881600068	0.0037621118106087	0.991987	851.0	0.730475	0.851	1.0	1.718853	18.230012	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium aurimucosum_F	True	0.9764610394907688	0.0055033059471088	0.981487	941.0	0.632287	0.941	1.0	1.995735	23.549003	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Klebsiella pneumoniae	True	0.9762873492059578	0.0036867363552086	1.0	752.0	0.420616	0.752	1.0	2.009126	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium pseudotuberculosis	True	0.9730939676800828	0.0758799271000475	0.998182	999.0	0.960786	0.999	0.960786	39.730009	0.369654	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Citrobacter_A amalonaticus_C	True	0.9701117410439124	0.0354545007477484	0.984479	1000.0	0.710738	1.0	1.0	13.732386	12.459936	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Staphylococcus lugdunensis	True	0.9675549206074548	0.0467129376775115	0.996465	952.0	0.925187	0.952	1.0	23.552217	0.518037	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium flavescens	True	0.9630258566277428	0.013838470419049	0.997808	989.0	0.952418	0.989	1.0	7.186401	0.656355	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Deinococcus radiodurans	True	0.9620793130678148	0.0013142408457064	0.995515	499.0	0.463351	0.499	1.0	0.648918	1.243837	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium kroppenstedtii	True	0.9585625951394932	0.001154166110098	0.980734	486.0	0.305571	0.486	1.0	0.411678	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium maris	True	0.95854020000102	0.0076706077561052	0.995188	991.0	0.885797	0.991	1.0	3.760305	0.557599	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium terpenotabidum	True	0.958374632492566	0.0035798755809872	0.99505	816.0	0.769342	0.816	1.0	1.749604	0.965785	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium atypicum	True	0.9574068352602224	0.0044977440611767	0.997492	900.0	0.864749	0.9	1.0	2.319521	0.719603	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Propionibacterium freudenreichii	True	0.9568141925201108	0.0021363628179893	0.984607	523.0	0.490242	0.523	1.0	0.829783	1.394956	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Staphylococcus epidermidis	True	0.9553880275540948	0.0043353014569506	0.989819	776.0	0.724046	0.776	1.0	1.88846	2.15793	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium glutamicum	True	0.955311970868992	0.1929630171920857	0.988773	863.0	0.78115	0.863	0.78115	82.143577	0.857058	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Sphingomonas_E fennica	True	0.9537948727153076	3.8419292303720094e-05	1.0	26.0	0.020937	0.026	1.0	0.020937	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Lactococcus lactis	True	0.9521937651456664	0.0005468207095548	0.977278	180.0	0.156319	0.18	1.0	0.180766	2.468238	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium ulcerans	True	0.9514893570912144	0.0234534192170868	0.986775	824.0	0.747552	0.824	0.867892	9.554629	0.856447	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Pasteurella multocida	True	0.9481308745616216	0.0007919446327298	0.982918	270.0	0.240713	0.27	1.0	0.296381	14.873541	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium camporealense	True	0.946659346213332	0.0042066818039794	0.996054	870.0	0.824235	0.87	1.0	2.101861	2.298919	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Oblitimonas alkaliphila	True	0.9430513917955105	0.0003533303830287	0.986741	133.0	0.130833	0.133	1.0	0.143833	2.676245	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Peptoniphilus_E sp000952975	True	0.942713168534442	0.0006472476977254	0.99526	280.0	0.267797	0.28	1.0	0.317797	1.816777	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Deinococcus gobiensis	True	0.9387638052024334	0.0006464454817315	0.993085	293.0	0.255018	0.293	1.0	0.302569	1.84233	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Haemophilus_B ducreyi	True	0.9384402657453522	0.0017809436049522	0.982151	439.0	0.419411	0.439	1.0	0.655356	1.431743	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Tardibacter chloracetimidivorans	True	0.9262379502855124	0.0005612265579791	0.99205	258.0	0.221222	0.258	1.0	0.256773	1.987381	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium casei	True	0.9244570529149866	0.0019943998424574	0.970575	481.0	0.346893	0.481	1.0	0.5689	4.877847	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Streptococcus pyogenes	True	0.9201974478571092	0.0011532508446698	0.982023	356.0	0.314185	0.356	1.0	0.423187	1.70527	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Neisseria meningitidis	True	0.919799929554656	0.1038861502681282	0.967084	958.0	0.48473	0.958	0.48473	27.442435	21.078721	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Salmonella enterica	True	0.9193331984251925	0.1136096654316887	0.971047	839.0	0.528894	0.839	0.528894	32.745303	23.971838	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium sphenisci	True	0.9071435090754468	0.0009342416558063	0.983093	298.0	0.275048	0.298	1.0	0.35098	1.769852	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium mucifaciens	True	0.8851626086188831	0.0014782197005331	0.954589	243.0	0.203694	0.243	1.0	0.296638	2.166301	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Elizabethkingia anophelis	True	0.8850472080034513	0.0006934427545531	0.970326	201.0	0.163824	0.201	1.0	0.196724	2.4581	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Staphylococcus equorum	True	0.8777464298240927	0.0034222029980945	0.932098	265.0	0.189729	0.265	1.0	0.418696	15.779734	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium resistens	True	0.865844166898708	0.0012319932332144	0.975561	318.0	0.285634	0.318	1.0	0.392169	2.833267	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium variabile	True	0.8324495444815865	0.0213534382939916	0.980542	779.0	0.65176	0.779	1.0	7.584459	1.089274	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium humireducens	True	0.8276745652358741	0.0015823512326209	0.990902	584.0	0.473008	0.584	1.0	0.705903	1.221335	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Mannheimia haemolytica	True	0.8264287607912939	0.0006150062395666	0.970888	219.0	0.150089	0.219	1.0	0.176643	3.016788	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Arthrobacter phenanthrenivorans	True	0.816733214669757	0.0004793502636778	1.0	277.0	0.224235	0.277	1.0	0.261227	29.16905	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Staphylococcus warneri	True	0.8160548916473032	0.0043821483864951	0.986855	822.0	0.680125	0.822	1.0	1.788387	1.036634	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Actinobacillus suis	True	0.8129510627829495	0.0005955966563168	0.981031	301.0	0.182602	0.301	1.0	0.213836	2.801228	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Sphingobium sp001563265	True	0.7976881017751148	0.0006007665908138	0.988877	307.0	0.218595	0.307	1.0	0.256327	2.11234	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Staphylococcus coagulans	True	0.7869031986295691	0.0023873936603671	0.977889	550.0	0.447427	0.55	1.0	0.799887	1.463393	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Pseudomonas aeruginosa	True	0.785066972285096	0.0011653390775705	0.982046	450.0	0.316698	0.45	1.0	0.427833	1.80608	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Paucibacter_A sp001477625	True	0.7693260678295766	0.0006757419229015	0.981135	268.0	0.203417	0.268	1.0	0.243165	2.209425	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium testudinoris	True	0.7537743480658827	0.0010947605528714	0.96632	246.0	0.214173	0.246	1.0	0.284376	3.570675	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium diphtheriae	True	0.7427757747351986	0.0067793422858428	0.977779	811.0	0.598072	0.811	0.61332	2.265895	2.151221	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Streptococcus agalactiae	True	0.7378518094356106	0.0008930680885252	0.969056	210.0	0.195071	0.21	1.0	0.246376	2.249691	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Aquipseudomonas asiatica	True	0.7142050916873154	0.0002481302809454	0.952975	133.0	0.044948	0.133	1.0	0.048056	12.871156	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Streptococcus pneumoniae	True	0.7045910128661083	0.0059377994042441	0.934289	779.0	0.22633	0.779	1.0	0.762354	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Klebsiella ornithinolytica	True	0.6865304808591662	0.0057232501214048	0.972368	815.0	0.520424	0.815	0.598295	1.698241	1.584311	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Streptococcus gallolyticus	True	0.685366888060315	0.0009078417451898	0.928104	173.0	0.080249	0.173	1.0	0.10173	18.230012	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium sp945631445	False	0.6749155453566023	0.0014636636525694	1.0	229.0	0.148324	0.229	1.0	0.797639	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium marinum	True	0.6286677394990007	0.0033671855377109	0.94541	315.0	0.252869	0.315	1.0	0.552141	7.132287	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Streptococcus anginosus	False	0.619766942451833	0.0044099095696607	0.908302	304.0	0.120979	0.304	1.0	0.319646	7.386173	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Ralstonia syzygii	True	0.5799459259088934	0.0028847484775373	0.962348	497.0	0.346092	0.497	1.0	0.686638	1.725771	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium simulans	True	0.56470811464896	0.0016408775396964	0.940242	196.0	0.158738	0.196	1.0	0.24015	3.181662	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Streptococcus hominis	True	0.5547699837373234	0.0042809056945591	0.937379	397.0	0.227702	0.397	1.0	0.588282	2.507273	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Bacillus_A multifaciens	False	0.5442488590516492	1.0211525170786347e-05	0.90596	3.0	0.000701	0.003	0.126328	0.000703	24.202544	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Pseudomonas paraeruginosa	False	0.5422991558884444	0.0013756718008167	0.903235	147.0	0.062758	0.147	0.174109	0.089194	7.5612	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Actinobacillus lignieresii	True	0.5213283201985422	0.000743546279142	0.941688	145.0	0.092365	0.145	1.0	0.112339	3.644957	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium faecipullorum	False	0.5170671813557585	0.0049452006087966	0.904399	226.0	0.113816	0.226	0.696438	0.328947	3.680073	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Corynebacterium sp022712275	False	0.4956314739279165	0.0150492042678197	0.902502	203.0	0.105907	0.203	1.0	0.96015	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Ralstonia solanacearum	True	0.484574566745145	0.0024919747327863	0.94201	341.0	0.207406	0.341	0.362877	0.379175	2.53667	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Klebsiella quasipneumoniae	True	0.4191363045992815	0.0232261517393869	0.942521	550.0	0.282367	0.55	0.342611	3.574027	2.374524	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__Comamonas tsuruhatensis	True	0.4055610542688576	0.0004859313201075	0.967077	198.0	0.112757	0.198	1.0	0.128345	18.230012	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	10	s__G047199095 sp047199095	True	0.3723527197478625	0.0042979677163631	1.0	623.0	0.188324	0.623	1.0	2.342223	31.606961	/mnt/new3T/minco_release_holdouts_20260628/minco_current_code_hmp_airskin10_20260627/minco_sample10_current_default.tsv
hmp_airskin_gtdb_source_abundance	11	s__Staphylococcus aureus	True	0.9929536233947628	0.1894421312224603	0.984815	998.0	0.829684	0.998	0.829684	113.354139	10.493384	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
hmp_airskin_gtdb_source_abundance	11	s__Aeromicrobium erythreum	True	0.9884123115138096	0.0039728911884819	1.0	930.0	0.697205	0.93	1.0	2.118316	23.549003	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
hmp_airskin_gtdb_source_abundance	11	s__Corynebacterium falsenii	True	0.9857852411222404	0.0040964948111962	1.0	933.0	0.885467	0.933	1.0	2.759791	19.956164	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
hmp_airskin_gtdb_source_abundance	11	s__Staphylococcus epidermidis	True	0.9837147938694416	0.004208355881808	1.0	896.0	0.839021	0.896	1.0	3.035013	22.338308	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
hmp_airskin_gtdb_source_abundance	11	s__Staphylococcus equorum	True	0.978172416012471	0.008086947966244	1.0	898.0	0.659229	0.898	1.0	3.856067	11.135529	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
hmp_airskin_gtdb_source_abundance	11	s__Corynebacterium pseudotuberculosis	True	0.9729568665976568	0.1321958693441306	0.997188	1000.0	0.961786	1.0	0.961786	91.694742	0.392447	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
hmp_airskin_gtdb_source_abundance	11	s__Corynebacterium aurimucosum_F	True	0.9715646927514996	0.0289746973650993	0.992901	1000.0	0.670857	1.0	0.855398	14.018352	10.493384	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
hmp_airskin_gtdb_source_abundance	11	s__Corynebacterium uterequi	True	0.9609714822877576	0.0075290395337816	1.0	997.0	0.965628	0.997	1.0	5.266301	0.47229	/tmp/minco_current_code_hmp_refresh_20260627/minco_sample11_current_exact.tsv
