gtdb_species	sample	abundance_pct_all	source_taxids	truth_names	truth_abundance
s__Streptococcus iniae	4	0.0575	1346	Streptococcus iniae	0.002607887157856543
s__Sulfurimonas denitrificans	4	0.0096	39766	Sulfurimonas denitrificans	0.00043540376896387495
s__Sulfurovum sp000010345	4	1.1123	387093	Sulfurovum sp. NBC37-1	0.050447876272762315
s__Synechococcus_C sp000063505	4	0.0192	32051	Synechococcus sp. WH 7803	0.0008708075379277499
s__Syntrophotalea acetylenica	4	2.79	29542	Pelobacter acetylenicus	0.1265392203551262
s__Syntrophotalea carbinolica	4	0.1537	19	Pelobacter carbinolicus	0.006970995759348707
s__Thalassoporum mexicanum	4	0.0096	82654	Pseudanabaena sp. PCC 7367	0.00043540376896387495
s__Thalassotalea_A crassostreae	4	0.0096	1763536	Thalassotalea sp. LPB0090	0.00043540376896387495
s__Thermoclostridium stercorarium	4	0.0096	1510	[Clostridium] stercorarium	0.00043540376896387495
s__Thermococcus eurythermalis	4	0.0096	1505907	Thermococcus eurythermalis	0.00043540376896387495
s__Thermococcus onnurineus	4	0.0096	342948	Thermococcus onnurineus	0.00043540376896387495
s__Thermococcus piezophilus	4	0.0096	1712654	Thermococcus piezophilus	0.00043540376896387495
s__Thermococcus sp000221185	4	0.0288	1042877	Thermococcus sp. 4557	0.001306211306891625
s__Thermodesulfatator indicus	4	0.0096	171695	Thermodesulfatator indicus	0.00043540376896387495
s__Thermosipho melanesiensis	4	0.0096	46541	Thermosipho melanesiensis	0.00043540376896387495
s__Thermotoga maritima	4	0.1822	126740,2336	Thermotoga maritima;Thermotoga sp. RQ2	0.008263600698460211
s__Thermotoga neapolitana	4	0.0096	2337	Thermotoga neapolitana	0.00043540376896387495
s__Thermovirga lienii	4	0.0096	336261	Thermovirga lienii	0.00043540376896387495
s__Thioflavicoccus mobilis	4	0.2685	80679	Thioflavicoccus mobilis	0.01217769916320838
s__UJ101 sp001880285	4	0.0767	1150389	Flavobacteriaceae bacterium UJ101	0.003478694695784293
s__Vibrio anguillarum	4	0.1918	55601	Vibrio anguillarum	0.008699004467424085
s__Vibrio nigripulchritudo	4	0.0096	28173	Vibrio nigripulchritudo	0.00043540376896387495
s__Vreelandella titanicae	4	0.0747	1380358	Halomonas sp. 23_GOM-1509m	0.0033879855772501527
s__Wenyingzhuangia fucanilytica	4	0.0358	1790137	Wenyingzhuangia fucanilytica	0.0016236932217611171
s__Winogradskyella sp000828715	4	0.0096	754409	Winogradskyella sp. PG-2	0.00043540376896387495
s__Woeseia oceani	4	0.1151	1548547	Woeseia oceani	0.005220309771639793
s__Xianfuyuplasma sp000755705	4	0.0479	1541959	Candidatus Izimaplasma sp. HR1	0.002172483388892668
s__Zunongwangia profunda	4	0.0288	398743	Zunongwangia profunda	0.001306211306891625
s__Aciduliprofundum boonei	5	0.0085	379547	Aciduliprofundum boonei	0.00029548772856844894
s__Acinetobacter venetianus	5	0.0341	52133	Acinetobacter venetianus	0.001185427240492248
s__Actinoalloteichus_A hymeniacidonis	5	0.017	340345	Actinoalloteichus hymeniacidonis	0.0005909754571368979
s__Aegicerativicinus sp900104375	5	0.017	1250295	Flavobacteriaceae bacterium MAR_2010_188	0.0005909754571368979
s__Aeromonas salmonicida	5	0.1022	645	Aeromonas salmonicida	0.003552805395258292
s__Aeropyrum camini	5	0.0852	229980	Aeropyrum camini	0.002961829938121394
s__Agarivorans gilvus	5	0.0085	680279	Agarivorans gilvus	0.00029548772856844894
s__Aliivibrio salmonicida	5	0.5709	40269	Aliivibrio salmonicida	0.01984634638114441
s__Aliivibrio wodanis	5	0.3408	80852	Aliivibrio wodanis	0.011847319752485576
s__Alteraurantiacibacter gangjinensis	5	0.0085	502682	Erythrobacter gangjinensis	0.00029548772856844894
s__Alteriqipengyuania bathyomarina	5	0.017	1634516	Citromicrobium sp. JL477	0.0005909754571368979
s__Alteromonas australica	5	0.0341	589873	Alteromonas australica	0.001185427240492248
s__Alteromonas mediterranea	5	1.3717	314275	Alteromonas mediterranea	0.04768476673851075
s__Aquibium oceanicum	5	0.0256	1670800	Mesorhizobium sp. B7	0.0008899395119237991
s__Aquiluna sp900100865	5	0.0085	1855377	Candidatus Aquiluna sp. UB-MaderosW2red	0.00029548772856844894
s__Aquipseudomonas pohangensis	5	0.0256	364197	Pseudomonas pohangensis	0.0008899395119237991
s__Aquipseudomonas rustica	5	0.017	1699311	Pseudomonas sp. P1.31	0.0005909754571368979
s__Archaeoglobus fulgidus	5	0.0937	2234	Archaeoglobus fulgidus	0.003257317666689843
s__Archaeoglobus_C veneficus	5	0.0341	58290	Archaeoglobus veneficus	0.001185427240492248
s__Belliella baltica	5	0.0085	232259	Belliella baltica	0.00029548772856844894
s__Bernardetia litoralis	5	0.0085	999	Bernardetia litoralis	0.00029548772856844894
s__Brucella melitensis	5	0.0767	120576,120577	Brucella ceti;Brucella pinnipedialis	0.0026663422095529452
s__Celeribacter indicus	5	0.0426	1208324	Celeribacter indicus	0.001480914969060697
s__Cellulophaga algicola	5	0.0221	59600	Cellulophaga algicola	0.0007682680942779673
s__Cenarchaeum symbiosum	5	0.0256	46770	Cenarchaeum symbiosum	0.0008899395119237991
s__Christiangramia salexigens	5	0.017	1913577	Gramella sp. LPB0144	0.0005909754571368979
s__Christiangramia sp900105135	5	0.0006	1250205	Gramella sp. MAR_2010_147	2.0857957310714038e-05
s__Chromohalobacter moromii	5	0.017	158080	Chromohalobacter salexigens	0.0005909754571368979
s__Colwellia marinimaniae	5	0.017	58049	Colwellia sp. MT41	0.0005909754571368979
s__Colwellia_A sp001767295	5	0.0256	1816218	Colwellia sp. PAMC 20917	0.0008899395119237991
s__Corynebacterium maris	5	0.0085	575200	Corynebacterium maris	0.00029548772856844894
s__Corynebacterium phocae	5	0.1363	161895	Corynebacterium phocae	0.00473823263575054
s__Corynebacterium stationis	5	0.0085	1705	Corynebacterium stationis	0.00029548772856844894
s__Croceibacter atlanticus	5	0.0079	313588	Croceibacter atlanticus	0.0002746297712577349
s__Croceibacterium_C atlanticum	5	0.0085	1267766	Altererythrobacter atlanticus	0.00029548772856844894
s__Crocosphaera subtropica	5	0.0426	43989	Cyanothece sp. ATCC 51142	0.001480914969060697
s__Cyclobacterium amurskyense	5	0.0085	320787	Cyclobacterium amurskyense	0.00029548772856844894
s__Cycloclasticus pugetii	5	0.6987	1329899	Cycloclasticus zancles	0.0242890912883265
s__Deferribacter desulfuricans	5	0.0085	197162	Deferribacter desulfuricans	0.00029548772856844894
s__Denitrovibrio acetiphilus	5	0.0085	118000	Denitrovibrio acetiphilus	0.00029548772856844894
s__Desulfobacula toluolica	5	0.5283	28223	Desulfobacula toluolica	0.018365431412083712
s__Desulfococcus multivorans	5	0.1193	897	Desulfococcus multivorans	0.004147257178613642
s__Desulfocurvibacter africanus	5	0.0596	873	Desulfovibrio africanus	0.002071890426197595
s__Desulfotalea psychrophila	5	0.7242	84980	Desulfotalea psychrophila	0.025175554474031848
s__Dinoroseobacter shibae	5	0.0511	215813	Dinoroseobacter shibae	0.001776402697629146
s__Dokdonia sp000212355	5	0.1589	983548	Dokdonia sp. 4H-3-7-5	0.005523882361120769
s__Dokdonia sp947496725	5	0.0256	313590	Dokdonia sp. MED134	0.0008899395119237991
s__Echinicola vietnamensis	5	0.0256	390884	Echinicola vietnamensis	0.0008899395119237991
s__Epibacterium sp000014065	5	0.0041	292414	Ruegeria sp. TM1040	0.00014252937495654597
s__Erythrobacter ishigakiensis	5	0.0085	476157	Altererythrobacter ishigakiensis	0.00029548772856844894
s__Fibrella aestuarina	5	0.017	651143	Fibrella aestuarina	0.0005909754571368979
s__Filomicrobium insigne	5	0.017	1608628	Candidatus Filomicrobium marinum	0.0005909754571368979
s__Flagellimonas_A lutaonensis	5	0.017	516051	Muricauda lutaonensis	0.0005909754571368979
s__Flammeovirga yaeyamensis	5	0.4857	1191459	Flammeovirga sp. MY04	0.016884516443023016
s__Flavobacterium frigidarium	5	0.0426	99286	Flavobacterium frigidarium	0.001480914969060697
s__Formosa haliotis	5	0.0511	1555194	Formosa haliotis	0.001776402697629146
s__Francisella noatunensis	5	0.0511	657445	Francisella noatunensis	0.001776402697629146
s__Francisella uliginis	5	0.017	573570	Francisella sp. TX077310	0.0005909754571368979
s__Geoglobus ahangari	5	0.0085	113653	Geoglobus ahangari	0.00029548772856844894
s__Glaciecola nitratireducens	5	0.0682	300231	Glaciecola nitratireducens	0.002370854480984496
s__Gloeomargarita lithophora	5	0.0426	1188228	Gloeomargarita lithophora	0.001480914969060697
s__Gymnodinialimonas sp000013565	5	0.0341	290400	Jannaschia sp. CCS1	0.001185427240492248
s__Hahella chejuensis	5	0.0767	158327	Hahella chejuensis	0.0026663422095529452
s__Haloarcula hispanica	5	0.017	1592728,51589	Haloarcula hispanica;Haloarcula sp. CBA1115	0.0005909754571368979
s__Haloferax gibbonsii	5	0.017	35746	Haloferax gibbonsii	0.0005909754571368979
s__Haloferax mediterranei	5	0.0256	2252	Haloferax mediterranei	0.0008899395119237991
s__Halogeometricum borinquense	5	0.0085	60847	Halogeometricum borinquense	0.00029548772856844894
s__Halomonas aestuarii	5	0.1704	1897729	Halomonas aestuarii	0.005923659876242788
s__Halorhabdus tiamatea	5	0.0426	430914	Halorhabdus tiamatea	0.001480914969060697
s__Hirschia baltica	5	0.0042	2724	Hirschia baltica	0.00014600570117499827
s__Hoeflea sp001011155	5	0.0085	1620421	Hoeflea sp. IMCC20628	0.00029548772856844894
s__Hungateiclostridium thermocellum	5	0.0596	1515	Ruminiclostridium thermocellum	0.002071890426197595
s__Hydrogenovibrio crunogenus	5	0.017	39765	Thiomicrospira crunogena	0.0005909754571368979
s__Hyperthermus butylicus	5	1.8575	54248	Hyperthermus butylicus	0.06457275950775222
s__Hyphomicrobium_C nitrativorans	5	0.1193	1427356	Hyphomicrobium nitrativorans	0.004147257178613642
s__Hyphomonas neptunia	5	0.0596	81032	Hyphomonas neptunium	0.002071890426197595
s__IMCC9063 sp000195085	5	0.0014	1002672	Candidatus Pelagibacter sp. IMCC9063	4.866856705833276e-05
s__Ignicoccus hospitalis	5	0.0085	160233	Ignicoccus hospitalis	0.00029548772856844894
s__Ignicoccus islandicus	5	0.0085	54259	Ignicoccus islandicus	0.00029548772856844894
s__Isoalcanivorax pacificus	5	0.017	1306787	Alcanivorax pacificus	0.0005909754571368979
s__JBDGSM01 sp001761425	5	0.0085	1737403	Nanohaloarchaea archaeon SG9	0.00029548772856844894
s__Kangiella geojedonensis	5	0.0767	914150	Kangiella geojedonensis	0.0026663422095529452
s__Kangiella koreensis	5	0.0341	261964	Kangiella koreensis	0.001185427240492248
s__Lacinutrix sp000211855	5	0.0852	983544	Lacinutrix sp. 5H-3-7-4	0.002961829938121394
s__Leisingera methylohalidivorans	5	0.0085	133924	Leisingera methylohalidivorans	0.00029548772856844894
s__MONJU sp000801295	5	0.0085	1248727	endosymbiont of unidentified scaly snail isolate Monju	0.00029548772856844894
s__MTP4 sp000970045	5	0.0085	1434100	Methanosarcina sp. MTP4	0.00029548772856844894
s__Magnetococcus marinus	5	0.0085	1124597	Magnetococcus marinus	0.00029548772856844894
s__Magnetospira sp000968135	5	0.1376	1288970	Magnetospira sp. QH-2	0.00478342487659042
s__Maribacter dokdonensis	5	0.1193	1644130	Maribacter sp. 1_2014MBL_MicDiv	0.004147257178613642
s__Maribacter_A sp000153165	5	0.017	313603	Maribacter sp. HTCC2170	0.0005909754571368979
s__Maridesulfovibrio hydrothermalis	5	0.2982	191026	Desulfovibrio hydrothermalis	0.01036640478342488
s__Marinithermus hydrothermalis	5	0.017	186192	Marinithermus hydrothermalis	0.0005909754571368979
s__Marinitoga piezophila	5	0.017	149715	Marinitoga piezophila	0.0005909754571368979
s__Marinobacter psychrophilus	5	0.0682	490759	Marinobacter sp. BSs20148	0.002370854480984496
s__Marinobacter salinus	5	0.0063	1874317	Marinobacter salinus	0.00021900855176249743
s__Marinobacter similis	5	0.0511	1420916	Marinobacter similis	0.001776402697629146
s__Marinobacterium_A aestuarii	5	0.0285	1821621	Marinobacterium sp. ST58-10	0.000990752972258917
s__Marinomonas mediterranea	5	0.1022	119864	Marinomonas mediterranea	0.003552805395258292
s__Marinovum algicola	5	0.0121	42444	Marinovum algicola	0.00042063547243273317
s__Marivivens geojensis	5	0.0027	1920883	Donghicola sp. JLT3646	9.386080789821319e-05
s__Methanocaldococcus fervens	5	0.017	83171	Methanocaldococcus fervens	0.0005909754571368979
s__Methanocaldococcus infernus	5	0.0256	67760	Methanocaldococcus infernus	0.0008899395119237991
s__Methanocaldococcus jannaschii	5	0.017	2190	Methanocaldococcus jannaschii	0.0005909754571368979
s__Methanocaldococcus sp000025525	5	0.0256	644281	Methanocaldococcus sp. FS406-22	0.0008899395119237991
s__Methanocaldococcus vulcanius	5	0.017	73913	Methanocaldococcus vulcanius	0.0005909754571368979
s__Methanohalobium evestigatum	5	0.017	2322	Methanohalobium evestigatum	0.0005909754571368979
s__Methanolacinia petrolearia	5	0.0085	54120	Methanolacinia petrolearia	0.00029548772856844894
s__Methanosarcina siciliae	5	0.0937	38027	Methanosarcina siciliae	0.003257317666689843
s__Methanosarcina sp000969965	5	0.017	1434102	Methanosarcina sp. WH1	0.0005909754571368979
s__Methyloceanibacter caenitepidi	5	0.2897	1384459	Methyloceanibacter caenitepidi	0.01007091705485643
s__Micromonospora arenicola	5	0.0194	168697	Salinispora arenicola	0.000674407286379754
s__Micromonospora gifhornensis	5	0.0048	1003110	Verrucosispora maris	0.0001668636584857123
s__Micromonospora krabiensis	5	0.0062	307121	Micromonospora krabiensis	0.00021553222554404508
s__Micromonospora tropica	5	0.0122	168695	Salinispora tropica	0.0004241117986511855
s__Moritella marina	5	0.004	90736	Moritella marina	0.00013905304873809362
s__Moritella viscosa	5	0.5243	80854	Moritella viscosa	0.01822637836334562
s__Myxococcus fulvus	5	0.0256	33	Myxococcus fulvus	0.0008899395119237991
s__Nanoarchaeum equitans	5	0.0596	160232	Nanoarchaeum equitans	0.002071890426197595
s__Nautilia profundicola	5	0.0085	244787	Nautilia profundicola	0.00029548772856844894
s__Nitratifractor salsuginis	5	0.0341	269261	Nitratifractor salsuginis	0.001185427240492248
s__Nitrosarchaeum limnae	5	0.5027	1007084	Candidatus Nitrosoarchaeum limnia	0.017475491900159915
s__Nitrosococcus halophilus	5	1.0992	133539	Nitrosococcus halophilus	0.038211777793228124
s__Nitrosococcus oceani	5	0.0511	1229	Nitrosococcus oceani	0.001776402697629146
s__Nitrosopelagicus brevis	5	0.0341	1410606	Candidatus Nitrosopelagicus brevis	0.001185427240492248
s__Nitrosopumilus maritimus	5	0.0256	338192	Nitrosopumilus maritimus	0.0008899395119237991
s__Nitrosopumilus piranensis	5	0.0085	1582439	Candidatus Nitrosopumilus piranensis	0.00029548772856844894
s__Nitrosopumilus sediminis	5	0.0767	1229909	Candidatus Nitrosopumilus sediminis	0.0026663422095529452
s__Nocardia seriolae	5	0.0085	37332	Nocardia seriolae	0.00029548772856844894
s__Nonlabens marinus	5	0.0085	930802	Nonlabens marinus	0.00029548772856844894
s__Nonlabens sp900101765	5	0.0426	1336802	Nonlabens sp. Hel1_33_55	0.001480914969060697
s__Novosphingobium sp000253255	5	0.1022	702113	Novosphingobium sp. PP1Y	0.003552805395258292
s__Octadecabacter antarcticus	5	0.1022	1217908	Octadecabacter antarcticus	0.003552805395258292
s__Octadecabacter arcticus	5	0.0341	53946	Octadecabacter arcticus	0.001185427240492248
s__Octadecabacter temperatus	5	0.0085	1458307	Octadecabacter temperatus	0.00029548772856844894
s__Oleispira antarctica	5	0.0341	188908	Oleispira antarctica	0.001185427240492248
s__Ornithinicoccus hydrothermalis	5	0.017	1758689	Serinicoccus sp. JLT9	0.0005909754571368979
s__Paenibacillus_AQ crassostreae	5	0.0085	1763538	Paenibacillus sp. LPB0068	0.00029548772856844894
s__Palaeococcus pacificus	5	0.2812	971279	Palaeococcus pacificus	0.009775429326287981
s__Paraglaciecola chathamensis	5	0.0852	983545	Glaciecola sp. 4H-3-7+YE-5	0.002961829938121394
s__Paraoerskovia marina	5	0.0341	545619	Paraoerskovia marina	0.001185427240492248
s__Parasynechococcus sp000161795	5	0.0085	166314	Synechococcus sp. WH 8109	0.00029548772856844894
s__Parasynechococcus sp000737575	5	0.0085	585423	Synechococcus sp. KORDI-49	0.00029548772856844894
s__Parasynechococcus sp000737595	5	0.0085	585425	Synechococcus sp. KORDI-52	0.00029548772856844894
s__Paraurantiacibacter namhicola	5	0.0426	645517	Altererythrobacter namhicola	0.001480914969060697
s__Parvularcula bermudensis	5	0.017	208216	Parvularcula bermudensis	0.0005909754571368979
s__Pelagibacter sp000299095	5	0.0256	859653	alpha proteobacterium HIMB5	0.0008899395119237991
s__Persephonella marina	5	0.017	309805	Persephonella marina	0.0005909754571368979
s__Photobacterium gaetbulicola	5	0.0085	1295392	Photobacterium gaetbulicola	0.00029548772856844894
s__Planktomarina temperata	5	0.0029	1284658	Planktomarina temperata	0.00010081346033511786
s__Planococcus antarcticus	5	0.0085	161360	Planococcus antarcticus	0.00029548772856844894
s__Planococcus kocurii	5	0.0256	1374	Planococcus kocurii	0.0008899395119237991
s__Polaribacter todarodis	5	0.0341	1850252	Tenacibaculum sp. LPB0136	0.001185427240492248
s__Prochlorococcus_A sp000757845	5	0.017	1501268	Prochlorococcus sp. MIT 0604	0.0005909754571368979
s__Prochlorococcus_B sp000757865	5	0.0256	1501269	Prochlorococcus sp. MIT 0801	0.0008899395119237991
s__Pseudalgibacter alginicilyticus	5	0.2386	1736674	Algibacter alginolytica	0.008294514357227284
s__Pseudoalteromonas tetraodonis	5	0.0256	234831	Pseudoalteromonas sp. SM9913	0.0008899395119237991
s__Pseudodesulfovibrio piezophilus	5	0.0511	879567	Desulfovibrio piezophilus	0.001776402697629146
s__Pseudovibrio sp000156235	5	0.0305	911045	Pseudovibrio sp. FO-BEG1	0.0010602794966279637
s__Psychrobacter sp000586415	5	0.8776	1298608	Psychrobacter sp. JCM 18900	0.03050823889313774
s__Psychroflexus torquis	5	0.017	57029	Psychroflexus torquis	0.0005909754571368979
s__Psychromonas ingrahamii	5	0.0596	357794	Psychromonas ingrahamii	0.002071890426197595
s__Psychromonas sp000153405	5	0.0682	314282	Psychromonas sp. CNPT3	0.002370854480984496
s__Puniceispirillum marinum	5	0.017	767892	Candidatus Puniceispirillum marinum	0.0005909754571368979
s__Pusillimonas_C sp000209655	5	0.0085	1007105	Pusillimonas sp. T7-7	0.00029548772856844894
s__Pyrococcus abyssi	5	0.0085	29292	Pyrococcus abyssi	0.00029548772856844894
s__Pyrococcus furiosus	5	0.0426	2261	Pyrococcus furiosus	0.001480914969060697
s__Pyrococcus horikoshii	5	0.0341	53953	Pyrococcus horikoshii	0.001185427240492248
s__Pyrococcus sp000211475	5	0.2045	342949	Pyrococcus sp. NA2	0.007109087116735035
s__Pyrococcus sp000263735	5	0.017	1183377	Pyrococcus sp. ST04	0.0005909754571368979
s__Pyrococcus yayanosii	5	0.0085	1008460	Pyrococcus yayanosii	0.00029548772856844894
s__Pyrolobus fumarii	5	0.017	54252	Pyrolobus fumarii	0.0005909754571368979
s__RCC307 sp000063525	5	0.0426	316278	Synechococcus sp. RCC307	0.001480914969060697
s__Rhodobacter xanthinilyticus	5	0.0035	1850250	Rhodobacter sp. LPB0142	0.00012167141764583191
s__Rhodococcoides sp000954115	5	0.0085	1564114	Rhodococcus sp. B7740	0.00029548772856844894
s__Rhodococcus_F qingshengii	5	0.0085	1723645	Rhodococcus sp. 008	0.00029548772856844894
s__Roseibacterium elongatum	5	0.1081	159346	Roseibacterium elongatum	0.00375790864214698
s__Roseobacter denitrificans	5	0.0426	2434	Roseobacter denitrificans	0.001480914969060697
s__Roseobacter litoralis	5	0.0511	42443	Roseobacter litoralis	0.001776402697629146
s__Ruthia magnifica	5	0.017	386487	Candidatus Ruthia magnifica	0.0005909754571368979
s__Saccharophagus degradans	5	0.0256	86304	Saccharophagus degradans	0.0008899395119237991
s__Salinibacter ruber	5	0.0426	146919	Salinibacter ruber	0.001480914969060697
s__Salinispira pacifica	5	0.017	1307761	Salinispira pacifica	0.0005909754571368979
s__Salipiger sp001687105	5	0.0085	1792508	Yangia sp. CCB-MM3	0.00029548772856844894
s__Sediminicola sp001430825	5	0.0341	1453352	Sediminicola sp. YIK13	0.001185427240492248
s__Shewanella amazonensis	5	0.017	60478	Shewanella amazonensis	0.0005909754571368979
s__Shewanella baltica	5	0.8095	62322	Shewanella baltica	0.028140860738371694
s__Shewanella loihica	5	0.0085	359303	Shewanella loihica	0.00029548772856844894
s__Shewanella piezotolerans	5	0.0256	404011	Shewanella piezotolerans	0.0008899395119237991
s__Shewanella sp029835735	5	0.4516	94122	Shewanella sp. ANA-3	0.01569908920253077
s__Siansivirga zeaxanthinifaciens	5	0.0115	762954	Siansivirga zeaxanthinifaciens	0.00039977751512201913
s__Simiduia agarivorans	5	0.0085	447471	Simiduia agarivorans	0.00029548772856844894
s__Spiribacter curvatus	5	2.1216	1335757	Spiribacter curvatus	0.07375373705068484
s__Spiribacter salinus	5	1.048	1335746	Spiribacter salinus	0.03643189876938053
s__Staphylothermus marinus	5	0.0085	2280	Staphylothermus marinus	0.00029548772856844894
s__Stappia sp900105595	5	0.017	1881061	Stappia sp. ES.058	0.0005909754571368979
s__Streptococcus iniae	5	0.1193	1346	Streptococcus iniae	0.004147257178613642
s__Sulfurimonas denitrificans	5	0.017	39766	Sulfurimonas denitrificans	0.0005909754571368979
s__Sulfurovum sp000010345	5	0.8521	387093	Sulfurovum sp. NBC37-1	0.02962177570743239
s__Synechococcus_C sp000063505	5	0.0085	32051	Synechococcus sp. WH 7803	0.00029548772856844894
s__Synechococcus_C sp001040845	5	0.017	32052	Synechococcus sp. WH 8020	0.0005909754571368979
s__Syntrophotalea acetylenica	5	5.0149	29542	Pelobacter acetylenicus	0.1743342835291664
s__Syntrophotalea carbinolica	5	0.2763	19	Pelobacter carbinolicus	0.009605089341583816
s__Thalassoporum mexicanum	5	0.017	82654	Pseudanabaena sp. PCC 7367	0.0005909754571368979
s__Thalassotalea_A crassostreae	5	0.0085	1763536	Thalassotalea sp. LPB0090	0.00029548772856844894
s__Thermococcus cleftensis	5	0.017	163003	Thermococcus cleftensis	0.0005909754571368979
s__Thermococcus gammatolerans	5	0.0085	187878	Thermococcus gammatolerans	0.00029548772856844894
s__Thermococcus onnurineus	5	0.017	342948	Thermococcus onnurineus	0.0005909754571368979
s__Thermococcus piezophilus	5	0.0085	1712654	Thermococcus piezophilus	0.00029548772856844894
s__Thermococcus sp000221185	5	0.017	1042877	Thermococcus sp. 4557	0.0005909754571368979
s__Thermococcus_A litoralis	5	0.0085	2265	Thermococcus litoralis	0.00029548772856844894
s__Thermococcus_B barophilus	5	0.0256	55802	Thermococcus barophilus	0.0008899395119237991
s__Thermoplasma volcanium	5	0.0341	50339	Thermoplasma volcanium	0.001185427240492248
s__Thermotoga maritima	5	0.1789	126740,2336	Thermotoga maritima;Thermotoga sp. RQ2	0.006219147604811237
s__Thermovirga lienii	5	0.0596	336261	Thermovirga lienii	0.002071890426197595
s__Thioflavicoccus mobilis	5	0.1278	80679	Thioflavicoccus mobilis	0.004442744907182091
s__Tsuneonella dongtanensis	5	0.0085	692370	Altererythrobacter dongtanensis	0.00029548772856844894
s__UJ101 sp001880285	5	0.0511	1150389	Flavobacteriaceae bacterium UJ101	0.001776402697629146
s__Vibrio anguillarum	5	0.2471	55601	Vibrio anguillarum	0.008590002085795733
s__Vibrio natriegens	5	0.017	1116375	Vibrio sp. EJY3	0.0005909754571368979
s__Vreelandella titanicae	5	0.0913	1380358	Halomonas sp. 23_GOM-1509m	0.0031738858374469867
s__Wenyingzhuangia fucanilytica	5	0.1272	1790137	Wenyingzhuangia fucanilytica	0.004421886949871377
s__Wenzhouxiangella marina	5	0.0085	1579979	Wenzhouxiangella marina	0.00029548772856844894
s__Winogradskyella sp000828715	5	0.0256	754409	Winogradskyella sp. PG-2	0.0008899395119237991
s__Woeseia oceani	5	0.1789	1548547	Woeseia oceani	0.006219147604811237
s__Xianfuyuplasma sp000755705	5	0.2215	1541959	Candidatus Izimaplasma sp. HR1	0.007700062573871934
s__Yersinia aldovae	5	0.0085	29483	Yersinia aldovae	0.00029548772856844894
s__Zunongwangia profunda	5	0.0341	398743	Zunongwangia profunda	0.001185427240492248
