sample	ncbi_species_taxid	truth_name	abundance_pct_all	transfer_method	gtdb_species	taxid_gtdb_species_count	binomial_gtdb_species_count
5	1897729	Halomonas aestuarii	0.1704	unique_taxid	s__Halomonas aestuarii	1	1
5	19	Pelobacter carbinolicus	0.2763	unique_taxid	s__Syntrophotalea carbinolica	1	0
5	190893	Vibrio coralliilyticus	0.2556	unique_gtdb_binomial	s__Vibrio coralliilyticus	2	1
5	191026	Desulfovibrio hydrothermalis	0.2982	unique_taxid	s__Maridesulfovibrio hydrothermalis	1	0
5	1913577	Gramella sp. LPB0144	0.017	unique_taxid	s__Christiangramia salexigens	1	0
5	1920883	Donghicola sp. JLT3646	0.0027	unique_taxid	s__Marivivens geojensis	1	0
5	192421	Planococcus maritimus	0.0085	unique_gtdb_binomial	s__Planococcus maritimus	6	1
5	192843	Rhodoferax ferrireducens	0.017	unique_gtdb_binomial	s__Rhodoferax ferrireducens	5	1
5	197162	Deferribacter desulfuricans	0.0085	unique_taxid	s__Deferribacter desulfuricans	1	1
5	198252	Candidatus Pelagibacter ubique	0.0412	ambiguous_taxid		21	0
5	202747	Sulfurimonas autotrophica	0.017	unique_gtdb_binomial	s__Sulfurimonas autotrophica	2	1
5	208216	Parvularcula bermudensis	0.017	unique_taxid	s__Parvularcula bermudensis	1	1
5	215813	Dinoroseobacter shibae	0.0511	unique_taxid	s__Dinoroseobacter shibae	1	1
5	2190	Methanocaldococcus jannaschii	0.017	unique_taxid	s__Methanocaldococcus jannaschii	1	1
5	2198	Methanoculleus marisnigri	0.0085	unique_gtdb_binomial	s__Methanoculleus marisnigri	2	1
5	2226	Methanococcoides methylutens	0.0085	unique_gtdb_binomial	s__Methanococcoides methylutens	2	1
5	2234	Archaeoglobus fulgidus	0.0937	unique_taxid	s__Archaeoglobus fulgidus	1	1
5	2252	Haloferax mediterranei	0.0256	unique_taxid	s__Haloferax mediterranei	1	1
5	2261	Pyrococcus furiosus	0.0426	unique_taxid	s__Pyrococcus furiosus	1	1
5	2265	Thermococcus litoralis	0.0085	unique_taxid	s__Thermococcus_A litoralis	1	0
5	228	Pseudoalteromonas haloplanktis	0.0256	unique_gtdb_binomial	s__Pseudoalteromonas haloplanktis	3	1
5	2280	Staphylothermus marinus	0.0085	unique_taxid	s__Staphylothermus marinus	1	1
5	2296	Desulfobacterium autotrophicum	0.4175	ambiguous_taxid		2	0
5	229980	Aeropyrum camini	0.0852	unique_taxid	s__Aeropyrum camini	1	1
5	2322	Methanohalobium evestigatum	0.017	unique_taxid	s__Methanohalobium evestigatum	1	1
5	232259	Belliella baltica	0.0085	unique_taxid	s__Belliella baltica	1	1
5	2336	Thermotoga maritima	0.0767	unique_taxid	s__Thermotoga maritima	1	1
5	234831	Pseudoalteromonas sp. SM9913	0.0256	unique_taxid	s__Pseudoalteromonas tetraodonis	1	0
5	2434	Roseobacter denitrificans	0.0426	unique_taxid	s__Roseobacter denitrificans	1	1
5	244787	Nautilia profundicola	0.0085	unique_taxid	s__Nautilia profundicola	1	1
5	246432	Staphylococcus equorum	0.0085	unique_gtdb_binomial	s__Staphylococcus equorum	3	1
5	252307	Robiginitalea biformata	0.017	unique_gtdb_binomial	s__Robiginitalea biformata	2	1
5	253245	Owenweeksia hongkongensis	0.0682	unique_gtdb_binomial	s__Owenweeksia hongkongensis	4	1
5	261964	Kangiella koreensis	0.0341	unique_taxid	s__Kangiella koreensis	1	1
5	269261	Nitratifractor salsuginis	0.0341	unique_taxid	s__Nitratifractor salsuginis	1	1
5	271098	Shewanella halifaxensis	0.0767	unique_gtdb_binomial	s__Shewanella halifaxensis	2	1
5	2724	Hirschia baltica	0.0042	unique_taxid	s__Hirschia baltica	1	1
5	2743	Marinobacter hydrocarbonoclasticus	0.0792	ambiguous_taxid		4	0
5	2746	Halomonas elongata	0.0024	unique_gtdb_binomial	s__Halomonas elongata	2	1
5	28108	Alteromonas macleodii	0.2852	unique_gtdb_binomial	s__Alteromonas macleodii	13	1
5	28223	Desulfobacula toluolica	0.5283	unique_taxid	s__Desulfobacula toluolica	1	1
5	28229	Colwellia psychrerythraea	0.017	ambiguous_taxid		4	0
5	28901	Salmonella enterica	0.017	unique_gtdb_binomial	s__Salmonella enterica	11	1
5	290400	Jannaschia sp. CCS1	0.0341	unique_taxid	s__Gymnodinialimonas sp000013565	1	0
5	292414	Ruegeria sp. TM1040	0.0041	unique_taxid	s__Epibacterium sp000014065	1	0
5	29292	Pyrococcus abyssi	0.0085	unique_taxid	s__Pyrococcus abyssi	1	1
5	293091	Haloquadratum walsbyi	0.0085	unique_gtdb_binomial	s__Haloquadratum walsbyi	3	1
5	294	Pseudomonas fluorescens	0.017	ambiguous_taxid		124	0
5	29483	Yersinia aldovae	0.0085	unique_taxid	s__Yersinia aldovae	1	1
5	29498	Vibrio tubiashii	0.0596	unique_gtdb_binomial	s__Vibrio tubiashii	3	1
5	29542	Pelobacter acetylenicus	5.0149	unique_taxid	s__Syntrophotalea acetylenica	1	0
5	29549	Rhodothermus marinus	0.0426	unique_gtdb_binomial	s__Rhodothermus marinus	2	1
5	300231	Glaciecola nitratireducens	0.0682	unique_taxid	s__Glaciecola nitratireducens	1	1
5	307121	Micromonospora krabiensis	0.0062	unique_taxid	s__Micromonospora krabiensis	1	1
5	309805	Persephonella marina	0.017	unique_taxid	s__Persephonella marina	1	1
5	313588	Croceibacter atlanticus	0.0079	unique_taxid	s__Croceibacter atlanticus	1	1
5	313590	Dokdonia sp. MED134	0.0256	unique_taxid	s__Dokdonia sp947496725	1	0
5	313603	Maribacter sp. HTCC2170	0.017	unique_taxid	s__Maribacter_A sp000153165	1	0
5	314275	Alteromonas mediterranea	1.3717	unique_taxid	s__Alteromonas mediterranea	1	1
5	314282	Psychromonas sp. CNPT3	0.0682	unique_taxid	s__Psychromonas sp000153405	1	0
5	316	Pseudomonas stutzeri	0.0426	ambiguous_taxid		51	0
5	316278	Synechococcus sp. RCC307	0.0426	unique_taxid	s__RCC307 sp000063525	1	0
5	316279	Synechococcus sp. CC9902	0.0426	ambiguous_taxid		2	0
5	32051	Synechococcus sp. WH 7803	0.0085	unique_taxid	s__Synechococcus_C sp000063505	1	0
5	32052	Synechococcus sp. WH 8020	0.017	unique_taxid	s__Synechococcus_C sp001040845	1	0
5	320787	Cyclobacterium amurskyense	0.0085	unique_taxid	s__Cyclobacterium amurskyense	1	1
5	324767	Bacillus infantis	0.0426	ambiguous_taxid		5	0
5	326544	Paraglaciecola psychrophila	0.0679	unique_gtdb_binomial	s__Paraglaciecola psychrophila	2	1
5	328515	Nonlabens dokdonensis	0.1278	unique_gtdb_binomial	s__Nonlabens dokdonensis	2	1
5	33	Myxococcus fulvus	0.0256	unique_taxid	s__Myxococcus fulvus	1	1
5	336261	Thermovirga lienii	0.0596	unique_taxid	s__Thermovirga lienii	1	1
5	338192	Nitrosopumilus maritimus	0.0256	unique_taxid	s__Nitrosopumilus maritimus	1	1
5	340345	Actinoalloteichus hymeniacidonis	0.017	unique_taxid	s__Actinoalloteichus_A hymeniacidonis	1	0
5	342948	Thermococcus onnurineus	0.017	unique_taxid	s__Thermococcus onnurineus	1	1
5	342949	Pyrococcus sp. NA2	0.2045	unique_taxid	s__Pyrococcus sp000211475	1	0
5	351091	Oscillibacter valericigenes	0.017	unique_gtdb_binomial	s__Oscillibacter valericigenes	8	1
5	35746	Haloferax gibbonsii	0.017	unique_taxid	s__Haloferax gibbonsii	1	1
5	357794	Psychromonas ingrahamii	0.0596	unique_taxid	s__Psychromonas ingrahamii	1	1
5	359303	Shewanella loihica	0.0085	unique_taxid	s__Shewanella loihica	1	1
5	364197	Pseudomonas pohangensis	0.0256	unique_taxid	s__Aquipseudomonas pohangensis	1	0
5	37332	Nocardia seriolae	0.0085	unique_taxid	s__Nocardia seriolae	1	1
5	379547	Aciduliprofundum boonei	0.0085	unique_taxid	s__Aciduliprofundum boonei	1	1
5	38027	Methanosarcina siciliae	0.0937	unique_taxid	s__Methanosarcina siciliae	1	1
5	386487	Candidatus Ruthia magnifica	0.017	unique_taxid	s__Ruthia magnifica	1	0
5	387093	Sulfurovum sp. NBC37-1	0.8521	unique_taxid	s__Sulfurovum sp000010345	1	0
5	390884	Echinicola vietnamensis	0.0256	unique_taxid	s__Echinicola vietnamensis	1	1
5	39152	Methanococcus maripaludis	0.0426	unique_gtdb_binomial	s__Methanococcus maripaludis	3	1
5	39765	Thiomicrospira crunogena	0.017	unique_taxid	s__Hydrogenovibrio crunogenus	1	0
5	39766	Sulfurimonas denitrificans	0.017	unique_taxid	s__Sulfurimonas denitrificans	1	1
5	398743	Zunongwangia profunda	0.0341	unique_taxid	s__Zunongwangia profunda	1	1
5	39960	Erythrobacter litoralis	0.4175	unique_gtdb_binomial	s__Erythrobacter litoralis	3	1
5	399736	Agrococcus jejuensis	0.0256	unique_gtdb_binomial	s__Agrococcus jejuensis	2	1
5	400668	Marinomonas sp. MWYL1	0.0511	unmapped		0	0
5	40214	Acinetobacter johnsonii	0.0085	unique_gtdb_binomial	s__Acinetobacter johnsonii	4	1
5	40269	Aliivibrio salmonicida	0.5709	unique_taxid	s__Aliivibrio salmonicida	1	1
5	404011	Shewanella piezotolerans	0.0256	unique_taxid	s__Shewanella piezotolerans	1	1
5	410330	Calyptogena okutanii thioautotrophic gill symbiont	0.017	unmapped		0	0
5	414778	Planococcus donghaensis	0.1022	unique_gtdb_binomial	s__Planococcus donghaensis	3	1
5	421	Methylomonas methanica	0.1534	unique_gtdb_binomial	s__Methylomonas methanica	3	1
5	42443	Roseobacter litoralis	0.0511	unique_taxid	s__Roseobacter litoralis	1	1
5	42444	Marinovum algicola	0.0121	unique_taxid	s__Marinovum algicola	1	1
5	430914	Halorhabdus tiamatea	0.0426	unique_taxid	s__Halorhabdus tiamatea	1	1
5	43657	Pseudoalteromonas luteoviolacea	0.0256	unique_gtdb_binomial	s__Pseudoalteromonas luteoviolacea	12	1
5	43658	Pseudoalteromonas rubra	0.0256	unique_gtdb_binomial	s__Pseudoalteromonas rubra	8	1
5	43989	Cyanothece sp. ATCC 51142	0.0426	unique_taxid	s__Crocosphaera subtropica	1	0
5	44012	Ferrimonas balearica	0.0511	unique_gtdb_binomial	s__Ferrimonas balearica	4	1
5	447471	Simiduia agarivorans	0.0085	unique_taxid	s__Simiduia agarivorans	1	1
5	45658	Vibrio scophthalmi	0.1193	unique_gtdb_binomial	s__Vibrio scophthalmi	2	1
5	467094	Ilumatobacter coccineus	0.2812	ambiguous_taxid		2	0
5	46770	Cenarchaeum symbiosum	0.0256	unique_taxid	s__Cenarchaeum symbiosum	1	1
5	476157	Altererythrobacter ishigakiensis	0.0085	unique_taxid	s__Erythrobacter ishigakiensis	1	0
5	490759	Marinobacter sp. BSs20148	0.0682	unique_taxid	s__Marinobacter psychrophilus	1	0
5	492670	Bacillus velezensis	0.0085	unique_gtdb_binomial	s__Bacillus velezensis	3	1
5	502682	Erythrobacter gangjinensis	0.0085	unique_taxid	s__Alteraurantiacibacter gangjinensis	1	0
5	50339	Thermoplasma volcanium	0.0341	unique_taxid	s__Thermoplasma volcanium	1	1
5	51589	Haloarcula hispanica	0.0085	unique_taxid	s__Haloarcula hispanica	1	1
5	516051	Muricauda lutaonensis	0.017	unique_taxid	s__Flagellimonas_A lutaonensis	1	0
5	52133	Acinetobacter venetianus	0.0341	unique_taxid	s__Acinetobacter venetianus	1	1
5	53946	Octadecabacter arcticus	0.0341	unique_taxid	s__Octadecabacter arcticus	1	1
5	53953	Pyrococcus horikoshii	0.0341	unique_taxid	s__Pyrococcus horikoshii	1	1
5	54120	Methanolacinia petrolearia	0.0085	unique_taxid	s__Methanolacinia petrolearia	1	1
5	54248	Hyperthermus butylicus	1.8575	unique_taxid	s__Hyperthermus butylicus	1	1
5	54252	Pyrolobus fumarii	0.017	unique_taxid	s__Pyrolobus fumarii	1	1
5	54259	Ignicoccus islandicus	0.0085	unique_taxid	s__Ignicoccus islandicus	1	1
5	545619	Paraoerskovia marina	0.0341	unique_taxid	s__Paraoerskovia marina	1	1
5	55601	Vibrio anguillarum	0.2471	unique_taxid	s__Vibrio anguillarum	1	1
5	55802	Thermococcus barophilus	0.0256	unique_taxid	s__Thermococcus_B barophilus	1	0
5	57029	Psychroflexus torquis	0.017	unique_taxid	s__Psychroflexus torquis	1	1
5	573570	Francisella sp. TX077310	0.017	unique_taxid	s__Francisella uliginis	1	0
5	575200	Corynebacterium maris	0.0085	unique_taxid	s__Corynebacterium maris	1	1
5	58049	Colwellia sp. MT41	0.017	unique_taxid	s__Colwellia marinimaniae	1	0
5	58290	Archaeoglobus veneficus	0.0341	unique_taxid	s__Archaeoglobus_C veneficus	1	0
5	585423	Synechococcus sp. KORDI-49	0.0085	unique_taxid	s__Parasynechococcus sp000737575	1	0
5	585425	Synechococcus sp. KORDI-52	0.0085	unique_taxid	s__Parasynechococcus sp000737595	1	0
5	589873	Alteromonas australica	0.0341	unique_taxid	s__Alteromonas australica	1	1
5	59600	Cellulophaga algicola	0.0221	unique_taxid	s__Cellulophaga algicola	1	1
5	60478	Shewanella amazonensis	0.017	unique_taxid	s__Shewanella amazonensis	1	1
5	60847	Halogeometricum borinquense	0.0085	unique_taxid	s__Halogeometricum borinquense	1	1
5	60890	Phaeobacter gallaeciensis	0.0561	unique_gtdb_binomial	s__Phaeobacter gallaeciensis	4	1
5	60961	Shewanella woodyi	0.0256	unique_gtdb_binomial	s__Shewanella woodyi	2	1
5	62322	Shewanella baltica	0.8095	unique_taxid	s__Shewanella baltica	1	1
5	644281	Methanocaldococcus sp. FS406-22	0.0256	unique_taxid	s__Methanocaldococcus sp000025525	1	0
5	645	Aeromonas salmonicida	0.1022	unique_taxid	s__Aeromonas salmonicida	1	1
5	645517	Altererythrobacter namhicola	0.0426	unique_taxid	s__Paraurantiacibacter namhicola	1	0
5	651143	Fibrella aestuarina	0.017	unique_taxid	s__Fibrella aestuarina	1	1
5	65555	Desulfocapsa sulfexigens	0.2215	unique_gtdb_binomial	s__Desulfocapsa sulfexigens	4	1
5	657445	Francisella noatunensis	0.0511	unique_taxid	s__Francisella noatunensis	1	1
5	663	Vibrio alginolyticus	0.0256	unique_gtdb_binomial	s__Vibrio alginolyticus	7	1
5	666	Vibrio cholerae	0.0767	unique_gtdb_binomial	s__Vibrio cholerae	4	1
5	668	Aliivibrio fischeri	0.0085	unique_gtdb_binomial	s__Aliivibrio fischeri	3	1
5	669041	Tenacibaculum dicentrarchi	0.0573	ambiguous_taxid		2	0
5	670	Vibrio parahaemolyticus	0.017	unique_gtdb_binomial	s__Vibrio parahaemolyticus	7	1
5	67760	Methanocaldococcus infernus	0.0256	unique_taxid	s__Methanocaldococcus infernus	1	1
5	680279	Agarivorans gilvus	0.0085	unique_taxid	s__Agarivorans gilvus	1	1
5	692370	Altererythrobacter dongtanensis	0.0085	unique_taxid	s__Tsuneonella dongtanensis	1	0
5	702113	Novosphingobium sp. PP1Y	0.1022	unique_taxid	s__Novosphingobium sp000253255	1	0
5	713887	Candidatus Atelocyanobacterium thalassa	0.0085	ambiguous_taxid		3	0
5	73141	Thiocystis violascens	0.0596	ambiguous_taxid		2	0
5	73913	Methanocaldococcus vulcanius	0.017	unique_taxid	s__Methanocaldococcus vulcanius	1	1
5	74109	Photobacterium profundum	0.0511	unique_gtdb_binomial	s__Photobacterium profundum	2	1
5	74318	Maricaulis maris	0.0043	unique_gtdb_binomial	s__Maricaulis maris	4	1
5	744985	alpha proteobacterium HIMB59	0.0085	ambiguous_taxid		2	0
5	754409	Winogradskyella sp. PG-2	0.0256	unique_taxid	s__Winogradskyella sp000828715	1	0
5	759620	Weissella ceti	0.0085	unique_gtdb_binomial	s__Weissella ceti	2	1
5	762954	Siansivirga zeaxanthinifaciens	0.0115	unique_taxid	s__Siansivirga zeaxanthinifaciens	1	1
5	76594	Cellulophaga baltica	0.2929	unique_gtdb_binomial	s__Cellulophaga baltica	2	1
5	767892	Candidatus Puniceispirillum marinum	0.017	unique_taxid	s__Puniceispirillum marinum	1	0
5	80679	Thioflavicoccus mobilis	0.1278	unique_taxid	s__Thioflavicoccus mobilis	1	1
5	80852	Aliivibrio wodanis	0.3408	unique_taxid	s__Aliivibrio wodanis	1	1
5	80854	Moritella viscosa	0.5243	unique_taxid	s__Moritella viscosa	1	1
5	81032	Hyphomonas neptunium	0.0596	unique_taxid	s__Hyphomonas neptunia	1	0
5	82654	Pseudanabaena sp. PCC 7367	0.017	unique_taxid	s__Thalassoporum mexicanum	1	0
5	83171	Methanocaldococcus fervens	0.017	unique_taxid	s__Methanocaldococcus fervens	1	1
5	84980	Desulfotalea psychrophila	0.7242	unique_taxid	s__Desulfotalea psychrophila	1	1
5	859653	alpha proteobacterium HIMB5	0.0256	unique_taxid	s__Pelagibacter sp000299095	1	0
5	86304	Saccharophagus degradans	0.0256	unique_taxid	s__Saccharophagus degradans	1	1
5	873	Desulfovibrio africanus	0.0596	unique_taxid	s__Desulfocurvibacter africanus	1	0
5	876	Desulfovibrio desulfuricans	0.0341	unique_gtdb_binomial	s__Desulfovibrio desulfuricans	8	1
5	879567	Desulfovibrio piezophilus	0.0511	unique_taxid	s__Pseudodesulfovibrio piezophilus	1	0
5	89184	Ruegeria pomeroyi	0.017	ambiguous_taxid		2	0
5	897	Desulfococcus multivorans	0.1193	unique_taxid	s__Desulfococcus multivorans	1	1
5	90736	Moritella marina	0.004	unique_taxid	s__Moritella marina	1	1
5	911045	Pseudovibrio sp. FO-BEG1	0.0305	unique_taxid	s__Pseudovibrio sp000156235	1	0
5	914150	Kangiella geojedonensis	0.0767	unique_taxid	s__Kangiella geojedonensis	1	1
5	930802	Nonlabens marinus	0.0085	unique_taxid	s__Nonlabens marinus	1	1
5	936476	Marinomonas posidonica	0.5368	unique_gtdb_binomial	s__Marinomonas posidonica	2	1
5	94122	Shewanella sp. ANA-3	0.4516	unique_taxid	s__Shewanella sp029835735	1	0
5	96345	Flavobacterium psychrophilum	0.6411	unique_gtdb_binomial	s__Flavobacterium psychrophilum	38	1
5	97084	Halobacteriovorax marinus	0.0256	unique_gtdb_binomial	s__Halobacteriovorax marinus	2	1
5	971279	Palaeococcus pacificus	0.2812	unique_taxid	s__Palaeococcus pacificus	1	1
5	979	Cellulophaga lytica	0.0596	unique_gtdb_binomial	s__Cellulophaga lytica	2	1
5	983544	Lacinutrix sp. 5H-3-7-4	0.0852	unique_taxid	s__Lacinutrix sp000211855	1	0
5	983545	Glaciecola sp. 4H-3-7+YE-5	0.0852	unique_taxid	s__Paraglaciecola chathamensis	1	0
5	983548	Dokdonia sp. 4H-3-7-5	0.1589	unique_taxid	s__Dokdonia sp000212355	1	0
5	99286	Flavobacterium frigidarium	0.0426	unique_taxid	s__Flavobacterium frigidarium	1	1
5	999	Bernardetia litoralis	0.0085	unique_taxid	s__Bernardetia litoralis	1	1
6	1002672	Candidatus Pelagibacter sp. IMCC9063	0.0003	unique_taxid	s__IMCC9063 sp000195085	1	0
6	1003110	Verrucosispora maris	0.0027	unique_taxid	s__Micromonospora gifhornensis	1	0
6	1006	Marivirga tractuosa	0.0576	unique_gtdb_binomial	s__Marivirga tractuosa	2	1
6	1007084	Candidatus Nitrosoarchaeum limnia	1.0569	unique_taxid	s__Nitrosarchaeum limnae	1	0
6	1007105	Pusillimonas sp. T7-7	0.0192	unique_taxid	s__Pusillimonas_C sp000209655	1	0
6	100716	Chloroherpeton thalassium	0.0384	unique_gtdb_binomial	s__Chloroherpeton thalassium	3	1
6	1008	Saprospira grandis	0.048	unique_gtdb_binomial	s__Saprospira grandis	3	1
6	1042877	Thermococcus sp. 4557	0.0288	unique_taxid	s__Thermococcus sp000221185	1	0
6	1063	Rhodobacter sphaeroides	0.0253	ambiguous_taxid		6	0
6	1076588	Thiolapillus brandeum	0.1441	unique_gtdb_binomial	s__Thiolapillus brandeum	2	1
6	1096	Chlorobium phaeobacteroides	0.0384	unique_gtdb_binomial	s__Chlorobium phaeobacteroides	2	1
6	1112209	Psychrobacter sp. PAMC 21119	0.0096	unique_taxid	s__Psychrobacter glaciei	1	0
6	111501	Muricauda ruestringensis	0.0384	ambiguous_taxid		2	0
6	1116375	Vibrio sp. EJY3	0.0192	unique_taxid	s__Vibrio natriegens	1	0
6	1124597	Magnetococcus marinus	0.0288	unique_taxid	s__Magnetococcus marinus	1	1
6	113653	Geoglobus ahangari	0.0096	unique_taxid	s__Geoglobus ahangari	1	1
6	1150389	Flavobacteriaceae bacterium UJ101	0.0096	unique_taxid	s__UJ101 sp001880285	1	0
6	1155739	Moorea producens	0.0384	ambiguous_taxid		2	0
6	1168034	Draconibacterium orientale	0.1153	unique_gtdb_binomial	s__Draconibacterium orientale	17	1
6	117207	Sphingopyxis alaskensis	0.0576	unique_gtdb_binomial	s__Sphingopyxis alaskensis	2	1
6	118000	Denitrovibrio acetiphilus	0.0096	unique_taxid	s__Denitrovibrio acetiphilus	1	1
6	1183377	Pyrococcus sp. ST04	0.0288	unique_taxid	s__Pyrococcus sp000263735	1	0
6	1188228	Gloeomargarita lithophora	0.0288	unique_taxid	s__Gloeomargarita lithophora	1	1
6	1191459	Flammeovirga sp. MY04	0.3747	unique_taxid	s__Flammeovirga yaeyamensis	1	0
6	119864	Marinomonas mediterranea	0.0961	unique_taxid	s__Marinomonas mediterranea	1	1
6	120576	Brucella pinnipedialis	0.0384	unique_taxid	s__Brucella melitensis	1	0
6	120577	Brucella ceti	0.0673	unique_taxid	s__Brucella melitensis	1	0
6	1208324	Celeribacter indicus	0.0673	unique_taxid	s__Celeribacter indicus	1	1
6	1217908	Octadecabacter antarcticus	0.1729	unique_taxid	s__Octadecabacter antarcticus	1	1
6	1219	Prochlorococcus marinus	0.2498	ambiguous_taxid		55	0
6	1229	Nitrosococcus oceani	0.048	unique_taxid	s__Nitrosococcus oceani	1	1
6	1229909	Candidatus Nitrosopumilus sediminis	0.0384	unique_taxid	s__Nitrosopumilus sediminis	1	0
6	1238	Piscirickettsia salmonis	0.2882	unique_gtdb_binomial	s__Piscirickettsia salmonis	2	1
6	1239415	Dokdonia sp. PRO95	0.0083	unique_taxid	s__Dokdonia sp000355805	1	0
6	1246	Leuconostoc lactis	0.0192	unique_gtdb_binomial	s__Leuconostoc lactis	2	1
6	1248727	endosymbiont of unidentified scaly snail isolate Monju	0.0096	unique_taxid	s__MONJU sp000801295	1	0
6	1250153	Maribacter sp. MAR_2009_60	0.1249	unmapped		0	0
6	1250205	Gramella sp. MAR_2010_147	0.0006	unique_taxid	s__Christiangramia sp900105135	1	0
6	1250295	Flavobacteriaceae bacterium MAR_2010_188	0.0384	unique_taxid	s__Aegicerativicinus sp900104375	1	0
6	1263979	Candidatus Endolissoclinum faulkneri	0.3733	ambiguous_taxid		2	0
6	126740	Thermotoga sp. RQ2	0.1057	unique_taxid	s__Thermotoga maritima	1	0
6	1270	Micrococcus luteus	0.0096	unique_gtdb_binomial	s__Micrococcus luteus	5	1
6	1273541	Pyrodictium delaneyi	0.0288	unique_gtdb_binomial	s__Pyrodictium delaneyi	2	1
6	1280380	Synechococcus sp. KORDI-100	0.0096	unique_taxid	s__Parasynechococcus sp000737535	1	0
6	1284658	Planktomarina temperata	0.0131	unique_taxid	s__Planktomarina temperata	1	1
6	1288970	Magnetospira sp. QH-2	0.2008	unique_taxid	s__Magnetospira sp000968135	1	0
6	1292	Staphylococcus warneri	0.8359	unique_gtdb_binomial	s__Staphylococcus warneri	4	1
6	1295392	Photobacterium gaetbulicola	0.0192	unique_taxid	s__Photobacterium gaetbulicola	1	1
6	1298608	Psychrobacter sp. JCM 18900	1.3067	unique_taxid	s__Psychrobacter sp000586415	1	0
6	1307761	Salinispira pacifica	0.048	unique_taxid	s__Salinispira pacifica	1	1
6	1311	Streptococcus agalactiae	0.0288	unique_gtdb_binomial	s__Streptococcus agalactiae	3	1
6	131112	Arcanobacterium phocae	0.0288	unique_gtdb_binomial	s__Arcanobacterium phocae	2	1
6	1329899	Cycloclasticus zancles	0.7302	unique_taxid	s__Cycloclasticus pugetii	1	0
6	133539	Nitrosococcus halophilus	1.0761	unique_taxid	s__Nitrosococcus halophilus	1	1
6	1335746	Spiribacter salinus	1.8448	unique_taxid	s__Spiribacter salinus	1	1
6	1335757	Spiribacter curvatus	3.2956	unique_taxid	s__Spiribacter curvatus	1	1
6	1336795	Formosa sp. Hel3_A1_48	0.0547	ambiguous_taxid		2	0
6	1336802	Nonlabens sp. Hel1_33_55	0.0096	unique_taxid	s__Nonlabens sp900101765	1	0
6	133924	Leisingera methylohalidivorans	0.0096	unique_taxid	s__Leisingera methylohalidivorans	1	1
6	1346	Streptococcus iniae	0.0576	unique_taxid	s__Streptococcus iniae	1	1
6	1348114	Pseudoalteromonas sp. OCN003	0.0096	unique_taxid	s__Pseudoalteromonas piratica	1	0
6	1363	Lactococcus garvieae	0.0096	unique_gtdb_binomial	s__Lactococcus garvieae	6	1
6	1374	Planococcus kocurii	0.0288	unique_taxid	s__Planococcus kocurii	1	1
6	1380358	Halomonas sp. 23_GOM-1509m	0.1966	unique_taxid	s__Vreelandella titanicae	1	0
6	1384459	Methyloceanibacter caenitepidi	0.221	unique_taxid	s__Methyloceanibacter caenitepidi	1	1
6	1408	Bacillus pumilus	0.0288	unique_gtdb_binomial	s__Bacillus pumilus	10	1
6	1420916	Marinobacter similis	0.0865	unique_taxid	s__Marinobacter similis	1	1
6	1427356	Hyphomicrobium nitrativorans	0.0769	unique_taxid	s__Hyphomicrobium_C nitrativorans	1	0
6	1434100	Methanosarcina sp. MTP4	0.0288	unique_taxid	s__MTP4 sp000970045	1	0
6	1453352	Sediminicola sp. YIK13	0.0192	unique_taxid	s__Sediminicola sp001430825	1	0
6	1458307	Octadecabacter temperatus	0.0192	unique_taxid	s__Octadecabacter temperatus	1	1
6	146919	Salinibacter ruber	0.0288	unique_taxid	s__Salinibacter ruber	1	1
6	1491	Clostridium botulinum	0.0673	ambiguous_taxid		13	0
6	149715	Marinitoga piezophila	0.0096	unique_taxid	s__Marinitoga piezophila	1	1
6	1501269	Prochlorococcus sp. MIT 0801	0.0096	unique_taxid	s__Prochlorococcus_B sp000757865	1	0
6	1505907	Thermococcus eurythermalis	0.0096	unique_taxid	s__Thermococcus eurythermalis	1	1
6	1510	[Clostridium] stercorarium	0.0288	unique_taxid	s__Thermoclostridium stercorarium	1	0
6	1515	Ruminiclostridium thermocellum	0.0096	unique_taxid	s__Hungateiclostridium thermocellum	1	0
6	154	Spirochaeta thermophila	0.0288	ambiguous_taxid		2	0
6	1541959	Candidatus Izimaplasma sp. HR1	0.1057	unique_taxid	s__Xianfuyuplasma sp000755705	1	0
6	1547283	Bacillus weihaiensis	0.0192	unique_taxid	s__Metabacillus weihaiensis	1	0
6	1547445	Francisella sp. FSC1006	0.0192	unmapped		0	0
6	1548547	Woeseia oceani	0.1537	unique_taxid	s__Woeseia oceani	1	1
6	1555194	Formosa haliotis	0.0288	unique_taxid	s__Formosa haliotis	1	1
6	155863	Methanothermococcus okinawensis	0.0288	ambiguous_taxid		6	0
6	1564114	Rhodococcus sp. B7740	0.0192	unique_taxid	s__Rhodococcoides sp000954115	1	0
6	1579979	Wenzhouxiangella marina	0.0192	unique_taxid	s__Wenzhouxiangella marina	1	1
6	158080	Chromohalobacter salexigens	0.0096	unique_taxid	s__Chromohalobacter moromii	1	0
6	1582439	Candidatus Nitrosopumilus piranensis	0.0192	unique_taxid	s__Nitrosopumilus piranensis	1	0
6	158327	Hahella chejuensis	0.1057	unique_taxid	s__Hahella chejuensis	1	1
6	1592728	Haloarcula sp. CBA1115	0.0288	unique_taxid	s__Haloarcula hispanica	1	0
6	159346	Roseibacterium elongatum	0.0281	unique_taxid	s__Roseibacterium elongatum	1	1
