gtdb_species	gtdb_taxonomy	source_genomes	total_abundance	relative_abundance	source_accessions	source_genome_ids	source_taxids	source_ncbi_species	mapping_methods
s__Acutalibacter muris	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Acutalibacter;s__Acutalibacter muris	1	0.498904791951	6.924424593357636e-05	GCF_001688705.2	2883968.1	1834198	Hungateiclostridiaceae bacterium KB18	unique_assembly_core
s__Prevotella saccharolytica	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella saccharolytica	1	0.460764204239	6.395061821504313e-05	GCF_000318195.2	999986.1	1127699	Hoylesella saccharolytica	exact_accession
s__Prevotella bryantii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella bryantii	1	0.336083830302	4.664591676645127e-05	GCF_000424605.1	denovo944.1	1280705	Segatella baroniae	exact_accession
s__Coprococcus eutactus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	1	0.321633177559	4.464027447040518e-05	GCF_000154425.1	3265889.1	411474	Coprococcus eutactus	exact_accession
s__Phocaeicola ilei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola ilei	1	0.296600377399	4.116590942390678e-05	GCF_900128495.1	denovo4376.1	1907658	Bacteroides ilei	exact_accession
s__Porphyromonas gulae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gulae	1	0.296360660941	4.113263857616213e-05	GCF_000971515.1	339549.1	111105	Porphyromonas gulae	exact_accession
s__Alistipes senegalensis	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes senegalensis	1	0.287056331885	3.984126743722975e-05	GCF_000312145.1	denovo2990.1	1033732	Alistipes senegalensis	exact_accession
s__Phocaeicola vulgatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	1	0.276394916575	3.836154289732566e-05	GCF_000186105.1	1135084.0	469593	Bacteroides sp. 3_1_40A	unique_assembly_core
s__Pseudobutyrivibrio sp900100545	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio sp900100545	1	0.223931862026	3.108006412577203e-05	GCF_900100545.1	273954.0	1855344	Pseudobutyrivibrio sp. 49	exact_accession
s__Mediterraneibacter gnavus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter gnavus	1	0.120043147598	1.666108918780021e-05	GCF_000507805.1	1678333.0	1073375	Mediterraneibacter gnavus	exact_accession
s__Intestinimonas massiliensis	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Intestinimonas;s__Intestinimonas massiliensis	1	0.0645021989596	8.952421784823595e-06	GCF_001244995.1	192598.1	1673721	Intestinimonas massiliensis	exact_accession
s__Yanshouia sp900113995	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Yanshouia;s__Yanshouia sp900113995	1	0.0428449392295	5.9465564510112245e-06	GCF_900113995.1	187400.1	1520815	Ruminococcaceae bacterium D5	unique_assembly_core
s__Johnsonella ignava	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella ignava	1	0.0322939163906	4.482153558726862e-06	GCF_000235445.1	263834.0	679200	Johnsonella ignava	exact_accession
s__Adlercreutzia caecimuris	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris	1	0.0322153254366	4.471245723334764e-06	GCF_000403355.2	245324.0	1235794	Adlercreutzia caecimuris	exact_accession
s__Phocaeicola coprophilus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola coprophilus	1	0.0263510771079	3.657332006651223e-06	GCF_000157915.1	4447072.1	547042	Phocaeicola coprophilus	exact_accession
