gtdb_species	gtdb_taxonomy	source_genomes	total_abundance	relative_abundance	source_accessions	source_genome_ids	source_taxids	source_ncbi_species	mapping_methods
s__Companilactobacillus crustorum	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus crustorum	1	0.892166723234	0.0001537688251007661	GCF_001951175.1	463794.0	392416	Companilactobacillus crustorum	exact_accession
s__Lactobacillus paragasseri	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus paragasseri	1	0.86870544094	0.00014972517079293827	GCF_002003555.1	denovo717.1	1596	Lactobacillus gasseri	exact_accession
s__Thermoclostridium stercorarium	d__Bacteria;p__Bacillota;c__Clostridia;o__DSM-8532;f__DSM-8532;g__Thermoclostridium;s__Thermoclostridium stercorarium	2	0.835619131127	0.0001440226010216484	GCF_001697285.1,GCF_000331995.1	229455.1,827592.1	1346611,1121335	Thermoclostridium stercorarium	exact_accession
s__CAG-791 sp900107575	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-791;s__CAG-791 sp900107575	1	0.77418124845	0.00013343351403835913	GCF_900107575.1	264359.1	877406	Lachnospiraceae bacterium NK3A20	unique_assembly_core
s__Ruminococcus_G gauvreauii	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_G;s__Ruminococcus_G gauvreauii	1	0.59356415268	0.00010230336998973267	GCF_000425525.1	358007.1	1123075	Ruminococcus gauvreauii	exact_accession
s__Porphyromonas gulae	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas gulae	1	0.592721321881	0.00010215810442630618	GCF_000971515.1	339549.1	111105	Porphyromonas gulae	exact_accession
s__Phocaeicola vulgatus	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	1	0.552789833151	9.527573821982068e-05	GCF_000186105.1	1135084.0	469593	Bacteroides sp. 3_1_40A	unique_assembly_core
s__Hungateiclostridium thermocellum	d__Bacteria;p__Bacillota;c__Clostridia;o__Acetivibrionales;f__Acetivibrionaceae;g__Hungateiclostridium;s__Hungateiclostridium thermocellum	1	0.434108948413	7.482057021946119e-05	GCF_001692755.1	146564.0	572545	Acetivibrio thermocellus	exact_accession
s__Marseille-P2935 sp900104565	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Marseille-P2935;s__Marseille-P2935 sp900104565	1	0.40643584732	7.00509905757142e-05	GCF_900104565.1	358007.0	1852383	Ruminococcaceae bacterium Marseille-P2935	unique_assembly_core
s__Mediterraneibacter gnavus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter gnavus	1	0.360129442795	6.20698798337229e-05	GCF_000507805.1	1678333.0	1073375	Mediterraneibacter gnavus	exact_accession
s__Weimeria sp900100095	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Weimeria;s__Weimeria sp900100095	1	0.357289863382	6.158046593972048e-05	GCF_900106615.1	172640.0	1855375	Lachnospiraceae bacterium KHCPX20	unique_assembly_core
s__Phocaeicola ilei	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola ilei	1	0.296600377399	5.112036839007487e-05	GCF_900128495.1	denovo4376.1	1907658	Bacteroides ilei	exact_accession
s__Blautia_A wexlerae	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A wexlerae	2	0.2957802501015	5.0979015874131986e-05	GCF_900078295.2,GCF_000424085.1	264359.0,315496.1	1805476,1280691	Blautia sp. Marseille-P2398,Blautia wexlerae	exact_accession
s__Bacteroides zhangwenhongii	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides zhangwenhongii	1	0.215698512135	3.717657913394621e-05	GCF_000304195.1	196664.1	997888	Bacteroides finegoldii	exact_accession
s__Coprococcus eutactus	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus	1	0.16081658878	2.7717440327493318e-05	GCF_000154425.1	3265889.1	411474	Coprococcus eutactus	exact_accession
s__Limosilactobacillus ingluviei	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus ingluviei	1	0.13129455906	2.2629189772508603e-05	GCF_000312405.1	denovo717.0	1203076	Limosilactobacillus ingluviei	exact_accession
s__Adlercreutzia caecimuris	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Adlercreutzia;s__Adlercreutzia caecimuris	1	0.0483229881549	8.328677724049453e-06	GCF_000403355.2	245324.0	1235794	Adlercreutzia caecimuris	exact_accession
s__Proteiniphilum acetatigenes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Proteiniphilum;s__Proteiniphilum acetatigenes	1	0.0351574658838	6.059542551503863e-06	GCF_900114365.1	179464.0	1855396	Porphyromonadaceae bacterium KH3CP3RA	unique_assembly_core
s__Johnsonella ignava	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Johnsonella;s__Johnsonella ignava	1	0.0215292775937	3.710664873098166e-06	GCF_000235445.1	263834.0	679200	Johnsonella ignava	exact_accession
